;Name;Worldwide;MovieType;Director;Duration;Year;Country
591;Dr. Dolittle 2;176104344;Aile;Steve Carr;87;2001;ABD
592;Black Hawk Down;172989651;Aksiyon;Ridley Scott;145;2001;Multi Nation
593;The Princess Diaries;165335153;Aile;Garry Marshall;115;2001;ABD
594;Spy Kids;147934180;Aile;Robert Rodriguez;88;2001;ABD
595;The Mexican;147845033;Aksiyon;Gore Verbinski;123;2001;Multi Nation
596;Swordfish;147080413;Aksiyon;Dominic Sena;99;2001;Multi Nation
597;Spy Game;143049560;Aksiyon;Tony Scott;126;2001;Multi Nation
598;Legally Blonde;141774679;Komedi;Robert Luketic;96;2001;ABD
599;Scary Movie 2;141220678;Komedi;Keenen Ivory Wayans;83;2001;Multi Nation
600;Shallow Hal;141069860;Komedi;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";114;2001;ABD
601;America's Sweethearts;138307673;Komedi;Joe Roth;102;2001;ABD
602;A Knight's Tale;117487473;Aksiyon;"Brian Helgeland
                                        ,                                                                                                                     Brain Spicer";132;2001;ABD
603;The Score;113579918;Aksiyon;Frank Oz;124;2001;Multi Nation
604;Training Day;104876233;Aksiyon;Antoine Fuqua;122;2001;ABD
605;Jimmy Neutron: Boy Genius;102992536;Animasyon;John A. Davis;83;2001;ABD
606;I Am Sam;97818139;Dram;Jessie Nelson;132;2001;ABD
607;The Wedding Planner;94728529;Komedi;Adam Shankman;103;2001;Multi Nation
608;Behind Enemy Lines;91753202;Aksiyon;John Moore;106;2001;ABD
609;Ali;87713825;Dram;Michael Mann;157;2001;Multi Nation
610;Rat Race;85498534;Komedi;Jerry Zucker;112;2001;Multi Nation
611;The Animal;84772742;Komedi;Luke Greenfield;84;2001;ABD
612;Blow;83282296;Dram;Ted Demme;124;2001;ABD
613;Exit Wounds;79958599;Aksiyon;Andrzej Bartkowiak;101;2001;Multi Nation
614;Serendipity;77516304;Dram;Peter Chelsom;90;2001;ABD
615;Kate & Leopold;76019048;Fantastik;James Mangold;118;2001;ABD
616;From Hell;74558115;Gerilim;"Albert Hughes
                                        ,                                                                                                                     Allen Hughes";122;2001;Multi Nation
617;The One;72689126;Bilim Kurgu;James Wong;87;2001;ABD
618;The Royal Tenenbaums;71441250;Dram;Wes Anderson;110;2001;ABD
619;Thir13en Ghosts;68467960;Gerilim;Steve Beck;91;2001;ABD
620;Bandits;67631903;Komedi;Barry Levinson;123;2001;ABD
621;Not Another Teen Movie;66468332;Komedi;Joel Gallen;89;2001;ABD
622;Sweet November;65754228;Dram;Pat O'Connor;119;2001;ABD
623;K-PAX;65001485;Bilim Kurgu;Iain Softley;120;2001;Multi Nation
624;Kiss of the Dragon;64437847;Aksiyon;Chris Nahon;98;2001;Multi Nation
625;Captain Corelli's Mandolin;62112895;Dram;John Madden;131;2001;Multi Nation
626;Zoolander;60780981;Komedi;Ben Stiller;90;2001;Multi Nation
627;Jeepers Creepers;59217789;Gerilim;Victor Salva;90;2001;Multi Nation
628;Heartbreakers;57756408;Komedi;David Mirkin;123;2001;ABD
629;15 Minutes;56359980;Aksiyon;John Herzfeld;120;2001;Multi Nation
630;Driven;54744738;Aksiyon;Renny Harlin;116;2001;Multi Nation
631;Monster's Ball;44909486;Dram;Marc Forster;113;2001;ABD
632;Hardball;44102389;Dram;Brian Robbins;106;2001;Multi Nation
633;Shaolin Soccer;42776760;Aksiyon;Stephen Chow;113;2001;Hong Kong
634;Black Knight;39976235;Fantastik;Gil Junger;95;2001;ABD
635;Memento;39723096;Gerilim;Christopher Nolan;113;2000;ABD
636;Someone Like You;38689940;Komedi;Tony Goldwyn;97;2001;ABD
637;The Majestic;37317558;Dram;Frank Darabont;152;2001;ABD
638;Valentine;36684136;Gerilim;Jamie Blanks;96;2001;ABD
639;Joy Ride;36642838;Dram;John Dahl;97;2001;ABD
640;Joy Ride;15782536;Dram;John Dahl;97;2001;ABD
641;Original Sin;35402320;Dram;Michael Cristofer;118;2001;Multi Nation
642;How High;31283740;Komedi;Jesse Dylan;93;2001;ABD
643;The Last Castle;27642707;Aksiyon;"Rod Lurie
                                        ,                                                                                                                     David Scarpa";131;2001;ABD
644;Amores Perros;20908467;Dram;Alejandro González Iñárritu;154;2000;Meksika
645;Mulholland Drive;20117339;Dram;David Lynch;147;2001;Multi Nation
646;Rock Star;19334145;Dram;Stephen Herek;105;2001;ABD
647;The Man Who Wasn't There;18916623;Dram;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";116;2001;Multi Nation
648;Jason X;16951798;Bilim Kurgu;James Isaac;91;2001;ABD
649;Just Visiting;16176732;Bilim Kurgu;Jean-Marie Poiré;88;2001;Multi Nation
650;American Outlaws;13678913;Aksiyon;Les Mayfield;94;2001;ABD
651;Vidocq;13240767;Bilim Kurgu;Pitof;98;2001;Fransa
652;Head Over Heels;13127022;Komedi;Mark Waters;86;2001;ABD
653;Head Over Heels;18876082;Komedi;Mark Waters;86;2001;ABD
654;The Experiment;11455141;Dram;Paul Scheuring;96;2010;ABD
655;Wasabi;10366360;Aksiyon;Gérard Krawczyk;94;2001;Multi Nation
656;The Hole;7644361;Fantastik;"Joe Dante
                                        ,                                                                                                                     Robert Cavanah";92;2009;ABD
657;The Hole;7644361;Dram;Nick Hamm;102;2001;?ngiltere
658;Mean Machine;7310206;Dram;Barry Skolnick;101;2001;?ngiltere
659;Chaos;6042938;Aksiyon;Tony Giglio;106;2005;Multi Nation
660;The Lord of the Rings: The Two Towers;936689735;Aksiyon;Peter Jackson;235;2002;ABD
661;Harry Potter and the Chamber of Secrets;878979634;Fantastik;Chris Columbus;175;2002;Multi Nation
662;Spider-Man;821708551;Aksiyon;Sam Raimi;189;2002;ABD
663;Die Another Day;431971116;Aksiyon;Lee Tamahori;133;2002;Multi Nation
664;Signs;408247917;Bilim Kurgu;M. Night Shyamalan;106;2002;ABD
665;Ice Age;383257136;Animasyon;"Carlos Saldanha
                                        ,                                                                                                                     Chris Wedge";81;2002;ABD
666;My Big Fat Greek Wedding;368744044;Dram;Joel Zwick;95;2002;Multi Nation
667;Minority Report;358372926;Bilim Kurgu;Steven Spielberg;145;2002;ABD
668;Catch Me If You Can;352114312;Dram;Steven Spielberg;190;2002;ABD
669;Chicago;306776732;Dram;Rob Marshall;113;2002;Multi Nation
670;xXx;277448382;Aksiyon;Rob Cohen;124;2002;ABD
671;Scooby-Doo;275650703;Gizem;Raja Gosnell;88;2002;ABD
672;Lilo & Stitch;273144151;Animasyon;"Chris Sanders
                                        ,                                                                                                                     Dean DeBlois";85;2002;ABD
673;The Ring;249348933;Gizem;Gore Verbinski;115;2002;Multi Nation
674;8 Mile;242875078;Dram;Curtis Hanson;111;2002;Multi Nation
675;The Bourne Identity;214034224;Aksiyon;Doug Liman;119;2002;Multi Nation
676;Red Dragon;209196298;Dram;Brett Ratner;124;2002;Multi Nation
677;Two Weeks Notice;199043242;Komedi;Marc Lawrence (i);101;2002;ABD
678;Panic Room;196397415;Dram;David Fincher;111;2002;ABD
679;Sweet Home Alabama;180622424;Komedi;Andy Tennant;108;2002;ABD
680;The Scorpion King;178799308;Aksiyon;Chuck Russell;92;2002;Multi Nation
681;Mr. Deeds;171269535;Komedi;Steven Brill;96;2002;ABD
682;Stuart Little 2;169956806;Animasyon;Rob Minkoff;78;2002;ABD
683;Blade II;155010032;Aksiyon;Guillermo del Toro;117;2002;ABD
684;The Time Machine;123729176;Bilim Kurgu;Simon Wells;96;2002;ABD
685;The Pianist;120072577;Dram;Roman Polanski;150;2002;Multi Nation
686;Unfaithful;119137784;Dram;Adrian Lyne;124;2002;Multi Nation
687;Snow Dogs;115035090;Aile;Brian Levant;99;2002;Multi Nation
688;We Were Soldiers;114660784;Aksiyon;Randall Wallace;138;2002;Multi Nation
689;Insomnia;113714830;Gerilim;Christopher Nolan;118;2002;ABD
690;Treasure Planet;109578115;Animasyon;"Ron Clements
                                        ,                                                                                                                     John Musker";95;2002;ABD
691;The Hours;108846072;Dram;Stephen Daldry;114;2002;Multi Nation
692;About Schmidt;105834556;Dram;Alexander Payne;125;2002;ABD
693;The Tuxedo;104391623;Bilim Kurgu;Kevin Donovan;98;2002;ABD
694;Resident Evil;102984862;Bilim Kurgu;Paul W.S. Anderson;100;2002;Multi Nation
695;John Q;102244770;Dram;Nick Cassavetes;116;2002;ABD
696;40 Days and 40 Nights;95146283;Komedi;Michael Lehmann;94;2002;Multi Nation
697;Changing Lanes;94935764;Gerilim;Roger Michell;99;2002;ABD
698;28 Days Later;82719885;Bilim Kurgu;Danny Boyle;113;2002;?ngiltere
699;Jackass: The Movie;79493831;Belgesel;Jeff Tremaine;88;2002;ABD
700;Collateral Damage;78382433;Aksiyon;Andrew Davis;108;2002;ABD
701;Showtime;77741732;Aksiyon;Tom Dey;95;2002;Multi Nation
702;Windtalkers;77628265;Aksiyon;John Woo;134;2002;ABD
703;Bend It Like Beckham;76583333;Dram;Gurinder Chadha;112;2002;Multi Nation
704;The Sweetest Thing;68696770;Komedi;Roger Kumble;84;2002;ABD
705;Ghost Ship;68349884;Gerilim;Steve Beck;91;2002;Multi Nation
706;K-19: The Widowmaker;65716126;Dram;Kathryn Bigelow;138;2002;Multi Nation
707;High Crimes;63781810;Dram;Carl Franklin;115;2002;ABD
708;Frida;56298474;Dram;Julie Taymor;123;2002;Multi Nation
709;The Mothman Prophecies;55157539;Dram;Mark Pellington;119;2002;ABD
710;Analyze That;55003135;Komedi;Harold Ramis;96;2002;ABD
711;The Hot Chick;54639553;Fantastik;Tom Brady;104;2002;ABD
712;Big Fat Liar;52970014;Aile;Shawn Levy;88;2002;ABD
713;Dragonfly;52323400;Fantastik;Tom Shadyac;104;2002;Multi Nation
714;Blue Crush;51843679;Dram;John Stockwell;104;2002;Multi Nation
715;Enough;51806184;Dram;;114;2002;ABD
716;I Spy;51386477;Aksiyon;Betty Thomas;97;2002;ABD
717;The Transporter;43928932;Aksiyon;Corey Yuen;92;2002;Multi Nation
718;Clockstoppers;38793283;Bilim Kurgu;Jonathan Frakes;94;2002;ABD
719;Halloween: Resurrection;37664855;Gerilim;Rick Rosenthal;94;2002;ABD
720;Darkness;33988736;Korku;Jaume Balagueró;102;2002;Multi Nation
721;Adaptation.;32801173;Dram;Spike Jonze;115;2002;ABD
722;Hart's War;32287044;Dram;Gregory Hoblit;125;2002;ABD
723;The New Guy;31167388;Komedi;Ed Decter;88;2002;ABD
724;The Four Feathers;29882645;Aksiyon;Shekhar Kapur;132;2002;Multi Nation
725;Punch-Drunk Love;24665649;Dram;Paul Thomas Anderson;96;2002;ABD
726;Dark Water;24010000;Gizem;Walter Salles;105;2005;ABD
727;25th Hour;23928503;Dram;Spike Lee;135;2002;ABD
728;Antwone Fisher;23367586;Dram;Denzel Washington;120;2002;ABD
729;Ali G Indahouse;23280529;Komedi;Mark Mylod;85;2002;Multi Nation
730;White Oleander;21672284;Dram;Peter Kosminsky;109;2002;Multi Nation
731;S1m0ne;19576023;Bilim Kurgu;Andrew Niccol;117;2002;ABD
732;Tuck Everlasting;19344615;Aile;Jay Russell;90;2002;ABD
733;Feardotcom;18902015;Gerilim;William Malone;101;2002;Multi Nation
734;The Last Kiss;17720347;Dram;Tony Goldwyn;115;2006;ABD
735;Frailty;17423030;Dram;Bill Paxton;100;2001;Multi Nation
736;The Good Girl;16856124;Dram;Miguel Arteta;93;2002;Multi Nation
737;Femme Fatale;16838910;Gerilim;Brian De Palma;114;2002;Multi Nation
738;They;16446271;Gerilim;Robert Harmon;89;2002;ABD
739;The Magdalene Sisters;16373112;Dram;Peter Mullan;119;2002;Multi Nation
740;The Emperor's Club;16318449;Dram;Michael Hoffman;108;2002;ABD
741;Rabbit-Proof Fence;16217411;Dram;Phillip Noyce;94;2002;Avustralya
742;Undisputed;14946150;Dram;Walter Hill;96;2002;ABD
743;Possession;14815898;Gerilim;"Joel Bergvall
                                        ,                                                                                                                     Simon Sandquist";86;2009;ABD
744;Possession;14815898;Dram;Neil LaBute;102;2002;Multi Nation
745;Trapped;13414416;Aksiyon;Luis Mandoki;106;2002;Multi Nation
746;Long Time Dead;13102295;Gerilim;Marcus Adams;94;2002;Multi Nation
747;Sorority Boys;12517488;Komedi;Wallace Wolodarsky;93;2002;ABD
748;The Eye;12165016;Dram;"David Moreau
                                        ,                                                                                                                     Xavier Palud";98;2008;ABD
749;The Eye;58010320;Dram;"David Moreau
                                        ,                                                                                                                     Xavier Palud";98;2008;ABD
750;The Lord of the Rings: The Return of the King;1140682011;Aksiyon;Peter Jackson;263;2003;ABD
751;Finding Nemo;871014978;Animasyon;"Andrew Stanton
                                        ,                                                                                                                     Lee Unkrich";100;2003;ABD
752;The Matrix Reloaded;739412035;Bilim Kurgu;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";138;2003;ABD
753;Bruce Almighty;484592874;Fantastik;Tom Shadyac;160;2003;ABD
754;The Last Samurai;454627263;Aksiyon;Edward Zwick;154;2003;Multi Nation
755;Terminator 3: Rise of the Machines;433371112;Bilim Kurgu;Jonathan Mostow;109;2003;Multi Nation
756;The Matrix Revolutions;427343298;Bilim Kurgu;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";129;2003;ABD
757;X2;407711549;Bilim Kurgu;Bryan Singer;133;2003;ABD
758;Something's Gotta Give;265328738;Dram;Nancy Meyers;128;2003;ABD
759;Charlie's Angels: Full Throttle;259175788;Aksiyon;McG;106;2003;ABD
760;The Village;256697520;Dram;M. Night Shyamalan;108;2004;ABD
761;Brother Bear;250397798;Animasyon;"Aaron Blaise
                                        ,                                                                                                                     Robert Walker (i)";85;2003;ABD
762;Hulk;245285165;Bilim Kurgu;Ang Lee;138;2003;ABD
763;Love Actually;244931766;Dram;Richard Curtis;135;2003;Multi Nation
764;2 Fast 2 Furious;236350661;Aksiyon;John Singleton;108;2003;Multi Nation
765;Scary Movie 3;220673217;Komedi;David Zucker;84;2003;ABD
766;S.W.A.T.;207725639;Aksiyon;Clark Johnson;117;2003;ABD
767;Anger Management;195745823;Komedi;Peter Segal;106;2003;ABD
768;The Haunted Mansion;182290266;Aile;Rob Minkoff;88;2003;ABD
769;The League of Extraordinary Gentlemen;179265204;Bilim Kurgu;Stephen Norrington;110;2003;Multi Nation
770;Daredevil;179179718;Aksiyon;Mark Steven Johnson;103;2003;ABD
771;The Italian Job;176070171;Aksiyon;F. Gary Gray;110;2003;Multi Nation
772;Cold Mountain;173013509;Dram;Anthony Minghella;154;2003;Multi Nation
773;Daddy Day Care;164433867;Aile;Steve Carr;92;2003;ABD
774;Freaky Friday;160846332;Aile;Mark Waters;97;2003;ABD
775;Johnny English;160466000;Aksiyon;Peter Howitt;88;2003;?ngiltere
776;Mystic River;156595191;Dram;Clint Eastwood;138;2003;ABD
777;Seabiscuit;148336445;Dram;Gary Ross;141;2003;ABD
778;Gothika;141591324;Gerilim;Mathieu Kassovitz;98;2003;ABD
779;Mona Lisa Smile;141337989;Dram;Mike Newell;117;2003;ABD
780;Big Fish;123218424;Dram;Tim Burton;125;2003;ABD
781;Peter Pan;121975011;Aile;P.J. Hogan;113;2003;Multi Nation
782;Intolerable Cruelty;120801243;Komedi;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";100;2003;ABD
783;Lost in Translation;118685453;Dram;Sofia Coppola;102;2003;Multi Nation
784;Paycheck;117248958;Bilim Kurgu;John Woo;119;2003;Multi Nation
785;Freddy vs. Jason;116632628;Korku;Ronny Yu;97;2003;ABD
786;The Texas Chainsaw Massacre;107071655;Korku;Marcus Nispel;98;2003;ABD
787;Just Married;101564935;Komedi;Shawn Levy;95;2003;Multi Nation
788;The Recruit;101191884;Aksiyon;Roger Donaldson;115;2003;ABD
789;Phone Booth;97837138;Gerilim;Joel Schumacher;81;2002;ABD
790;Underworld;95708457;Aksiyon;Len Wiseman;122;2003;Multi Nation
791;Final Destination 2;90941129;Gizem;David R. Ellis;90;2003;ABD
792;Identity;90259536;Gerilim;James Mangold;90;2003;ABD
793;Kangaroo Jack;88929111;Aile;David McNally;89;2003;Multi Nation
794;Shanghai Knights;88323487;Aksiyon;David Dobkin;115;2003;Multi Nation
795;Old School;87135520;Komedi;Todd Phillips;88;2003;ABD
796;The Rundown;80657921;Aksiyon;Peter Berg;104;2003;ABD
797;Runaway Jury;80154140;Dram;Gary Fleder;127;2003;ABD
798;Dreamcatcher;75715436;Bilim Kurgu;Lawrence Kasdan;136;2003;ABD
799;The Core;73498611;Bilim Kurgu;Jon Amiel;136;2003;Multi Nation
800;Holes;71406573;Aile;Andrew Davis;117;2003;ABD
801;Looney Tunes: Back in Action;68514844;Animasyon;Joe Dante;93;2003;ABD
802;Open Range;68296293;Aksiyon;Kevin Costner;139;2003;Multi Nation
803;Matchstick Men;65565672;Dram;Ridley Scott;116;2003;ABD
804;Taxi 3;65497208;Aksiyon;Gérard Krawczyk;82;2003;Fransa
805;Jeepers Creepers 2;63102666;Korku;Victor Salva;104;2003;ABD
806;Honey;62228395;Dram;Bille Woodruff;94;2003;ABD
807;21 Grams;60427839;Dram;Alejandro González Iñárritu;124;2003;ABD
808;Agent Cody Banks;58795814;Aile;Harald Zwart;102;2003;Multi Nation
809;Monster;58469210;Dram;Patty Jenkins;109;2003;ABD
810;Monster;13910991;Dram;Patty Jenkins;109;2003;ABD
811;Hollywood Homicide;51142659;Aksiyon;Ron Shelton;116;2003;ABD
812;National Security;50097949;Aksiyon;Jon Amiel;89;2003;Multi Nation
813;Secondhand Lions;48249017;Aile;Tim McCanlies;111;2003;ABD
814;Darkness Falls;47488536;Gerilim;Jonathan Liebesman;86;2003;Multi Nation
815;Torque;46546197;Aksiyon;Joseph Kahn;84;2004;Multi Nation
816;Uptown Girls;44617342;Aile;Boaz Yakin;92;2003;ABD
817;A Man Apart;44350926;Aksiyon;F. Gary Gray;109;2003;Multi Nation
818;Timeline;43935763;Bilim Kurgu;Richard Donner;116;2003;ABD
819;Basic;42792561;Aksiyon;John McTiernan;98;2003;Multi Nation
820;Dumb and Dumberer: When Harry Met Lloyd;39267515;Komedi;Troy Miller;85;2003;ABD
821;Bulletproof Monk;37713879;Aksiyon;Paul Hunter;104;2003;ABD
822;The Medallion;34268701;Aksiyon;Gordon Chan;88;2003;Multi Nation
823;Cabin Fever;30553394;Korku;Eli Roth;97;2002;ABD
824;Cold Creek Manor;29119434;Gerilim;Mike Figgis;118;2003;Multi Nation
825;Wrong Turn;28650575;Gerilim;Rob Schmidt;84;2003;Multi Nation
826;The Human Stain;22954068;Dram;Robert Benton;106;2003;Multi Nation
827;Duplex;19322135;Komedi;"Danny DeVito
                                        ,                                                                                                                     Larry Doyle";89;2003;Multi Nation
828;My Boss's Daughter;18191005;Komedi;David Zucker;83;2003;ABD
829;The New World;17823920;Dram;Terrence Malick;151;2005;ABD
830;House of Sand and Fog;16763804;Dram;Vadim Perelman;126;2003;ABD
831;Dogville;16680836;Dram;Lars von Trier;178;2003;Multi Nation
832;The Dreamers;15121165;Dram;Bernardo Bertolucci;115;2003;Multi Nation
833;Oldboy;14980005;Aksiyon;Spike Lee;104;2013;ABD
834;Kal Ho Naa Ho;13200241;Dram;Nikhil Advani;186;2003;Multi Nation
835;Beyond Borders;11705002;Dram;Martin Campbell;127;2003;Multi Nation
836;A Touch of Spice;10395779;Dram;Tassos Baulmetis;108;2003;Multi Nation
837;Thirteen;10128960;Dram;Catherine Hardwicke;100;2003;Multi Nation
838;Elephant;10012022;Dram;Gus Van Sant;81;2003;ABD
839;My Life Without Me;9726954;Dram;Isabel Coixet;106;2003;Multi Nation
840;Shrek 2;928760770;Animasyon;"Andrew Adamson
                                        ,                                                                                                                     Kelly Asbury
                                        ,                                                                                                                     Conrad Vernon";93;2004;ABD
841;Spider-Man 2;788618317;Aksiyon;Sam Raimi;202;2004;ABD
842;The Incredibles;631442092;Animasyon;Brad Bird;115;2004;ABD
843;The Day After Tomorrow;552639571;Bilim Kurgu;Roland Emmerich;124;2004;ABD
844;Meet the Fockers;522657936;Komedi;Jay Roach;115;2004;ABD
845;Troy;497409852;Aksiyon;Wolfgang Petersen;196;2004;Multi Nation
846;Shark Tale;374583879;Animasyon;"Vicky Jenson
                                        ,                                                                                                                     Bibo Bergeron
                                        ,                                                                                                                     Rob Letterman";90;2004;ABD
847;Ocean's Twelve;362744280;Gerilim;Steven Soderbergh;125;2004;ABD
848;I, Robot;353133898;Bilim Kurgu;Alex Proyas;115;2004;Multi Nation
849;National Treasure;347512318;Aksiyon;Jon Turteltaub;131;2004;ABD
850;Van Helsing;300157638;Aksiyon;Stephen Sommers;132;2004;ABD
851;The Bourne Supremacy;290633422;Aksiyon;Paul Greengrass;108;2004;Multi Nation
852;The Polar Express;286000505;Animasyon;Robert Zemeckis;100;2004;ABD
853;Fahrenheit 9/11;222446882;Belgesel;Michael Moore;123;2004;ABD
854;Collateral;220239925;Dram;Michael Mann;120;2004;ABD
855;The Terminal;218685607;Dram;Steven Spielberg;129;2004;ABD
856;Million Dollar Baby;216763646;Dram;Clint Eastwood;132;2004;Multi Nation
857;The Aviator;213719942;Dram;Martin Scorsese;170;2004;Multi Nation
858;King Arthur;203567857;Aksiyon;Antoine Fuqua;126;2004;Multi Nation
859;50 First Dates;198413428;Komedi;Peter Segal;99;2004;ABD
860;The Grudge;187281115;Gerilim;Takashi Shimizu;92;2004;ABD
861;The Grudge;49511319;Gerilim;Takashi Shimizu;92;2004;ABD
862;Along Came Polly;178311729;Komedi;John Hamburg;90;2004;ABD
863;Starsky & Hutch;170268750;Komedi;Todd Phillips;101;2004;ABD
864;Shall We Dance;170128460;Dram;Peter Chelsom;107;2004;ABD
865;Dodgeball: A True Underdog Story;168423227;Komedi;Rawson Marshall Thurber;92;2004;Multi Nation
866;Alexander;167298192;Aksiyon;Oliver Stone;175;2004;Multi Nation
867;The SpongeBob SquarePants Movie;140192993;Animasyon;"Stephen Hillenburg
                                        ,                                                                                                                     Mark Osborne";87;2004;ABD
868;The Princess Diaries 2: Royal Engagement;134734481;Aile;Garry Marshall;113;2004;ABD
869;Blade: Trinity;131883935;Aksiyon;David S. Goyer;123;2004;ABD
870;Mean Girls;130125829;Komedi;Mark Waters;97;2004;Multi Nation
871;Resident Evil: Apocalypse;129342769;Bilim Kurgu;Alexander Witt;94;2004;Multi Nation
872;Ray;123971376;Dram;Taylor Hackford;152;2004;ABD
873;The Notebook;117812623;Dram;Nick Cassavetes;123;2004;ABD
874;The Forgotten;117592831;Bilim Kurgu;Joseph Ruben;91;2004;ABD
875;Finding Neverland;116650613;Dram;Marc Forster;106;2004;Multi Nation
876;Closer;115505027;Dram;Mike Nichols;104;2004;Multi Nation
877;White Chicks;113086475;Komedi;Keenen Ivory Wayans;109;2004;ABD
878;Sideways;109706931;Dram;Alexander Payne;127;2004;Multi Nation
879;Hidalgo;108040622;Aksiyon;Joe Johnston;136;2004;Multi Nation
880;The Stepford Wives;103370127;Bilim Kurgu;Frank Oz;93;2004;ABD
881;Saw;103096345;Gizem;James Wan;103;2004;ABD
882;Kung Fu Hustle;100912445;Aksiyon;Stephen Chow;99;2004;Multi Nation
883;Ladder 49;100572044;Aksiyon;Jay Russell;115;2004;ABD
884;Hellboy;99318987;Aksiyon;Guillermo del Toro;122;2004;ABD
885;Hellboy;55064690;Aksiyon;Guillermo del Toro;122;2004;ABD
886;The Butterfly Effect;96693417;Bilim Kurgu;"Eric Bress
                                        ,                                                                                                                     J. Mackye Gruber";113;2004;Multi Nation
887;The Manchurian Candidate;96105910;Dram;Jonathan Demme;129;2004;ABD
888;Secret Window;92913171;Gerilim;David Koepp;96;2004;ABD
889;Anchorman: The Legend of Ron Burgundy;90649730;Komedi;Adam McKay;95;2004;ABD
890;Catwoman;82402379;Aksiyon;Pitof;104;2004;ABD
891;Exorcist: The Beginning;78110021;Gerilim;Renny Harlin;114;2004;ABD
892;The Ladykillers;76665191;Gerilim;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";104;2004;ABD
893;Eternal Sunshine of the Spotless Mind;74036715;Bilim Kurgu;Michel Gondry;108;2004;ABD
894;Anacondas: The Hunt for the Blood Orchid;70992898;Aksiyon;Dwight H. Little;94;2004;ABD
895;A Cinderella Story;70067909;Aile;Mark Rosman;95;2004;Multi Nation
896;Taking Lives;65470529;Gerilim;D.J. Caruso;103;2004;ABD
897;Two Brothers;62172050;Aile;Jean-Jacques Annaud;109;2004;Multi Nation
898;Cellular;57678321;Aksiyon;David R. Ellis;94;2004;ABD
899;Walking Tall;57223890;Aksiyon;Kevin Bray;86;2004;ABD
900;Spanglish;55470154;Komedi;James L. Brooks;130;2004;ABD
901;The Punisher;54700105;Aksiyon;Jonathan Hensleigh;124;2004;Multi Nation
902;Open Water;54683487;Dram;Chris Isaak;79;2003;ABD
903;You Got Served;50576805;Dram;Christopher B. Stokes;95;2004;ABD
904;Raising Helen;49718611;Dram;Garry Marshall;119;2004;ABD
905;Wimbledon;41682237;Komedi;Richard Loncraine;98;2004;Multi Nation
906;Garden State;35825316;Dram;Zach Braff;102;2004;ABD
907;Jersey Girl;35492921;Dram;Kevin Smith;102;2004;ABD
908;Alfie;35060882;Dram;Charles Shyer;103;2004;Multi Nation
909;Hotel Rwanda;33882243;Dram;Terry George;121;2004;Multi Nation
910;Confessions of a Teenage Drama Queen;33251890;Komedi;Sara Sugarman;89;2004;Multi Nation
911;The Girl Next Door;30381722;Komedi;Luke Greenfield;110;2004;Multi Nation
912;Godsend;30120671;Bilim Kurgu;Nick Hamm;102;2004;Multi Nation
913;Agent Cody Banks 2: Destination London;28818995;Aile;Kevin Allen;100;2004;ABD
914;Dirty Dancing: Havana Nights;27685016;Dram;Guy Ferland;86;2004;ABD
915;Ella Enchanted;27388767;Aile;Tommy O'Haver;96;2004;Multi Nation
916;The Whole Ten Yards;26170671;Gerilim;Howard Deutch;98;2004;ABD
917;Seed of Chucky;24829644;Gerilim;Don Mancini;86;2004;ABD
918;Bride & Prejudice;24716440;Dram;Gurinder Chadha;111;2004;Multi Nation
919;Birth;23925492;Dram;Jonathan Glazer;100;2004;Multi Nation
920;EuroTrip;22605153;Komedi;Jeff Schaffer;93;2004;ABD
921;Wicker Park;21568818;Dram;Paul McGuigan;114;2004;ABD
922;New York Minute;21289826;Komedi;Dennie Gordon;91;2004;ABD
923;Mindhunters;21148829;Gerilim;Renny Harlin;106;2004;Multi Nation
924;2046;19470239;Bilim Kurgu;Kar-Wai Wong;124;2004;Multi Nation
925;Vanity Fair;19463185;Dram;Mira Nair;141;2004;Multi Nation
926;Catch That Kid;16951702;Aile;Bart Freundlich;92;2004;Multi Nation
927;One Missed Call;16367880;Gerilim;Eric Valette;87;2008;Multi Nation
928;One Missed Call;45847751;Gerilim;Eric Valette;87;2008;Multi Nation
929;Raise Your Voice;14867514;Aile;Sean McNamara;103;2004;ABD
930;Soul Plane;14821824;Komedi;Jessy Terrero;92;2004;ABD
931;Vizontele Tuuba;13954476;Dram;Y?lmaz Erdo?an;119;2003;Türkiye
932;Chasing Liberty;12313323;Komedi;Andy Cadiff;111;2004;Multi Nation
933;Layer Cake;11850214;Dram;Matthew Vaughn;105;2004;?ngiltere
934;District B13;10976892;Bilim Kurgu;Pierre Morel;84;2004;Fransa
935;Harry Potter and the Goblet of Fire;895921036;Fantastik;Mike Newell;157;2005;Multi Nation
936;King Kong;556906378;Aksiyon;Peter Jackson;187;2005;Multi Nation
937;Madagascar;542063846;Animasyon;"Eric Darnell
                                        ,                                                                                                                     Tom McGrath";85;2005;ABD
938;Mr. & Mrs. Smith;487287646;Aksiyon;Doug Liman;120;2005;Multi Nation
939;Batman Begins;373443774;Aksiyon;Christopher Nolan;140;2005;Multi Nation
940;Hitch;371594210;Dram;Andy Tennant;118;2005;ABD
941;Fantastic Four;333535934;Bilim Kurgu;Tim Story;106;2005;Multi Nation
