;Name;Worldwide;Domestic;MovieType;Duration;Year;Country;Director;Continent
903;Doubt;51699984;33446470;Dram;104;2008;ABD;John Patrick Shanley;ABD
904;College Road Trip;51549674;45610425;Aile;83;2008;ABD;Roger Kumble;ABD
905;Meet Dave;51339567;11803254;Bilim Kurgu;90;2008;ABD;Brian Robbins;ABD
906;Defiance;51262751;28644813;Aksiyon;137;2008;ABD;Edward Zwick;ABD
907;The Women;50007546;26902075;Komedi;114;2008;ABD;Diane English;ABD
908;Drillbit Taylor;49944325;32862104;Komedi;102;2008;ABD;Steven Brill;ABD
909;The Hurt Locker;49230772;17017811;Dram;131;2008;ABD;Kathryn Bigelow;ABD
910;Shutter;48555306;25928550;Gerilim;85;2008;ABD;Masayuki Ochiai;ABD
911;Shutter;48555306;25928550;Gerilim;97;2004;Tayland;Parkpoom Wongpoom;Asia
912;The Wrestler;44734660;26238243;Dram;109;2008;Multi Nation;Darren Aronofsky;Multi Nation
913;The Duchess;43343384;13848978;Dram;110;2008;Multi Nation;Saul Dibb;Multi Nation
914;Bangkok Dangerous;42487390;15298133;Aksiyon;99;2008;Multi Nation;Oxide Pang Chun;Multi Nation
915;Never Back Down;41627431;24850922;Aksiyon;115;2008;ABD;Jeff Wadlow;ABD
916;My Best Friend's Girl;41624687;19219250;Komedi;101;2008;ABD;Howard Deutch;ABD
917;Quarantine;41319906;31691811;Bilim Kurgu;89;2008;Multi Nation;John Erick Dowdle;Multi Nation
918;Leatherheads;41319039;31373938;Dram;114;2008;Multi Nation;George Clooney;Multi Nation
919;The Love Guru;40877556;32235793;Komedi;87;2008;Multi Nation;Marco Schnabel;Multi Nation
920;The Spirit;39164441;19806188;Aksiyon;103;2008;ABD;Frank Miller;ABD
921;Admiral;39143985;;Sava?;123;2008;Rusya;Andrei Kravchuk;Europe
922;Ghajini;38316584;2430627;Aksiyon;186;2008;Hindistan;A.R. Murugadoss;Asia
923;Disaster Movie;34816824;14190901;Bilim Kurgu;87;2008;ABD;Jason Friedberg;ABD
924;In Bruges;33394440;7800824;Dram;108;2008;Multi Nation;Martin McDonagh;Multi Nation
925;Che: Part One;33266274;;Dram;134;2008;Multi Nation;Steven Soderbergh;Multi Nation
926;Last Chance Harvey;32566966;14889042;Dram;99;2008;ABD;Joel Hopkins;ABD
927;Pride and Glory;31200557;15740721;Dram;130;2008;Multi Nation;Gavin O'Connor;Multi Nation
928;Igor;30893885;19528602;Animasyon;87;2008;Multi Nation;Tony Leondis;Multi Nation
929;Be Kind Rewind;30579406;11175164;Dram;102;2008;Multi Nation;Michel Gondry;Multi Nation
930;Rab Ne Bana Di Jodi;29914469;2078956;Dram;167;2008;Hindistan;Aditya Chopra;Asia
931;The Class;29303505;3766810;Komedi;114;2007;Türkiye;Ilmar Raag;Asia
932;Appaloosa;27712362;20211394;Dram;115;2008;ABD;Ed Harris;ABD
933;Traitor;27674464;23530831;Aksiyon;114;2008;ABD;Jeffrey Nachmanoff;ABD
934;Frost/Nixon;27426335;18622031;Dram;122;2008;Multi Nation;Ron Howard;Multi Nation
935;Ghost Town;27090159;13367624;Dram;102;2008;ABD;David Koepp;ABD
936;Jodhaa Akbar;26890354;3440718;Dram;213;2008;Hindistan;Ashutosh Gowariker;Asia
937;Mad Money;26412163;20668843;Aksiyon;104;2008;ABD;Callie Khouri;ABD
938;Kung Fu Dunk;22945567;;Aksiyon;98;2008;Multi Nation;Yen-ping Chu;Multi Nation
939;The Ruins;22818256;17432844;Korku;91;2008;Multi Nation;Carter Smith;Multi Nation
940;The Accidental Husband;22707064;;Komedi;90;2008;Multi Nation;Griffin Dunne;Multi Nation
941;Doomsday;22472631;11008770;Bilim Kurgu;108;2008;Multi Nation;Neil Marshall;Multi Nation
942;A.R.O.G;22212369;;Bilim Kurgu;127;2008;Türkiye;Ali Taner Baltac?;Asia
943;Wild Child;21972336;;Dram;98;2008;Multi Nation;Nick Moore;Multi Nation
944;Over Her Dead Body;21458111;7563670;Komedi;95;2008;ABD;Jeff Lowell;ABD
945;Blindness;19844979;3351751;Bilim Kurgu;121;2008;Multi Nation;Fernando Meirelles;Multi Nation
946;Avatar;2743577587;749766139;Bilim Kurgu;162;2009;Multi Nation;James Cameron;Multi Nation
947;Harry Potter and the Half-Blood Prince;933959197;301959197;Fantastik;153;2009;Multi Nation;David Yates;Multi Nation
948;Ice Age: Dawn of the Dinosaurs;886686817;196573705;Animasyon;94;2009;ABD;Carlos Saldanha;ABD
949;Up;735099082;293004164;Animasyon;96;2009;ABD;Pete Docter;ABD
950;The Twilight Saga: New Moon;709827462;296623634;Dram;131;2009;ABD;Chris Weitz;ABD
951;Sherlock Holmes;524028679;209028679;Aksiyon;129;2009;Multi Nation;Guy Ritchie;Multi Nation
952;The Hangover;468812793;277322503;Komedi;100;2009;Multi Nation;Todd Phillips;Multi Nation
953;Star Trek;385680446;257730019;Bilim Kurgu;127;2009;ABD;J.J. Abrams;ABD
954;Monsters vs. Aliens;381509870;198351526;Animasyon;94;2009;ABD;Conrad Vernon;ABD
955;X-Men Origins: Wolverine;373062864;179883157;Bilim Kurgu;107;2009;ABD;Gavin Hood;ABD
956;A Christmas Carol;325286646;137855863;Animasyon;94;2009;ABD;Robert Zemeckis;ABD
957;Inglourious Basterds;321455689;120540719;Dram;153;2009;Multi Nation;Quentin Tarantino;Multi Nation
958;The Proposal;317375031;163958031;Dram;108;2009;ABD;Anne Fletcher;ABD
959;The Blind Side;309208309;255959475;Dram;129;2009;ABD;John Lee Hancock;ABD
960;G.I. Joe: The Rise of Cobra;302469017;150201498;Bilim Kurgu;118;2009;ABD;Stephen Sommers;ABD
961;G-Force;292817841;119436770;Animasyon;88;2009;ABD;Hoyt Yeatman;ABD
962;It's Complicated;219103655;112735375;Komedi;121;2009;ABD;Nancy Meyers;ABD
963;Public Enemies;214104620;97104620;Aksiyon;140;2009;Multi Nation;Michael Mann;Multi Nation
964;District 9;210888950;115646235;Bilim Kurgu;112;2009;Multi Nation;Neill Blomkamp;Multi Nation
965;The Ugly Truth;205298907;88915214;Komedi;96;2009;ABD;Robert Luketic;ABD
966;Paranormal Activity;193355800;107918810;Gizem;85;2007;ABD;Oren Peli;ABD
967;The Final Destination;186167139;66477700;Gizem;82;2009;ABD;David R. Ellis;ABD
968;Watchmen;185382813;107509799;Bilim Kurgu;163;2009;ABD;Zack Snyder;ABD
969;Paul Blart: Mall Cop;183348429;146336178;Aile;91;2009;ABD;Steve Carr;ABD
970;He's Just Not That Into You;178866158;93953653;Dram;129;2009;ABD;Ken Kwapis;ABD
971;Couples Retreat;171844840;109204945;Komedi;113;2009;ABD;Peter Billingsley;ABD
972;Hannah Montana: The Movie;155545279;79576189;Aile;102;2009;ABD;Peter Chelsom;ABD
973;17 Again;136316880;64167069;Komedi;102;2009;ABD;Burr Steers;ABD
974;Julie & Julia;129540522;94125426;Dram;123;2009;ABD;Nora Ephron;ABD
975;The Fighter;129190869;93617009;Dram;116;2010;ABD;David O. Russell;ABD
976;Law Abiding Citizen;127944208;73357727;Dram;109;2009;Multi Nation;F. Gary Gray;Multi Nation
977;Coraline;124596837;75286229;Animasyon;100;2009;ABD;Henry Selick;ABD
978;Surrogates;122444772;38577772;Bilim Kurgu;89;2009;ABD;Jonathan Mostow;ABD
979;Invictus;122233971;37491364;Dram;134;2009;ABD;Clint Eastwood;ABD
980;Bride Wars;115375850;58715510;Komedi;89;2009;ABD;Gary Winick;ABD
981;Bride Wars;27670000;;Komedi;89;2009;ABD;Gary Winick;ABD
982;Planet 51;105647102;42194060;Animasyon;91;2009;Multi Nation;Javier Abad;Multi Nation
983;Zombieland;102392080;75590286;Komedi;88;2009;ABD;Ruben Fleischer;ABD
984;Ghosts of Girlfriends Past;102366815;55250026;Fantastik;115;2009;ABD;Mark Waters;ABD
985;The Time Traveler's Wife;101344412;63414846;Dram;108;2009;ABD;Robert Schwentke;ABD
986;My Bloody Valentine;100734718;51545952;Gizem;101;2009;ABD;Patrick Lussier;ABD
987;Old Dogs;96753696;49492060;Aile;88;2009;ABD;Walt Becker;ABD
988;My Sister's Keeper;95714875;49200230;Dram;109;2009;ABD;Nick Cassavetes;ABD
989;Green Zone;94882549;35053660;Aksiyon;115;2010;Multi Nation;Paul Greengrass;Multi Nation
990;The Lovely Bones;93621340;44114232;Dram;136;2009;Multi Nation;Peter Jackson;Multi Nation
991;Underworld: Rise of the Lycans;92158961;45802315;Aksiyon;92;2009;ABD;Patrick Tatopoulos;ABD
992;I Love You, Man;91980359;71440011;Komedi;105;2009;ABD;John Hamburg;ABD
993;Friday the 13th;91509154;65002019;Korku;97;2009;ABD;Marcus Nispel;ABD
994;Duplicity;78176181;40572825;Komedi;125;2009;Multi Nation;Tony Gilroy;Multi Nation
995;Orphan;77912251;41596251;Gerilim;122;2009;Multi Nation;Jaume Collet-Serra;Multi Nation
996;The Haunting in Connecticut;77536359;55389516;Gerilim;102;2009;ABD;Peter Cornwell;ABD
997;Fame;77211836;22455510;Dram;107;2009;ABD;Kevin Tancharoen;ABD
998;The Pink Panther 2;76025134;35922978;Gizem;92;2009;ABD;Harald Zwart;ABD
999;Obsessed;73830347;68261644;Dram;108;2009;ABD;Steve Shill;ABD
1000;Funny People;71585235;51855045;Dram;146;2009;ABD;Judd Apatow;ABD
1001;Saw VI;68234154;27693292;Gerilim;90;2009;Multi Nation;Kevin Greutert;Multi Nation
1002;Year One;62357900;43337279;Komedi;97;2009;ABD;Harold Ramis;ABD
1003;Ninja Assassin;61601280;38122883;Aksiyon;99;2009;Multi Nation;James McTeigue;Multi Nation
1004;3 Idiots;60262836;6532874;Dram;170;2009;Hindistan;Rajkumar Hirani;Asia
1005;The International;60253843;25450527;Aksiyon;118;2009;Multi Nation;Tom Tykwer;Multi Nation
1006;Dragonball Evolution;55720772;9362785;Bilim Kurgu;85;2009;Multi Nation;James Wong;Multi Nation
1007;Nine;54004950;19676965;Dram;119;2009;Multi Nation;Rob Marshall;Multi Nation
1008;Push;48858618;31811527;Bilim Kurgu;111;2009;Multi Nation;Paul McGuigan;Multi Nation
1009;9;48428063;31749894;Animasyon;79;2009;Multi Nation;Shane Acker;Multi Nation
1010;The Fourth Kind;47709193;25486040;Bilim Kurgu;98;2009;Multi Nation;Olatunde Osunsanmi;Multi Nation
1011;Crazy Heart;47405566;39464306;Dram;112;2009;ABD;Scott Cooper;ABD
1012;Fantastic Mr. Fox;46471023;21002919;Animasyon;87;2009;ABD;Wes Anderson;ABD
1013;The Spy Next Door;45236543;24307086;Aile;94;2010;ABD;Brian Levant;ABD
1014;Brothers;43474578;28544157;Dram;105;2009;ABD;Jim Sheridan;ABD
1015;The Uninvited;41633384;28596818;Korku;87;2009;ABD;Charles Guard;ABD
1016;Gamer;40828540;20534907;Bilim Kurgu;95;2009;ABD;Brian Taylor;ABD
1017;All About Steve;40105542;33862903;Komedi;99;2009;ABD;Phil Traill;ABD
1018;Astro Boy;39886986;19551067;Animasyon;93;2009;Multi Nation;David Bowers;Multi Nation
1019;Agora;39457342;619423;Dram;127;2009;Multi Nation;Alejandro Amenábar;Multi Nation
1020;Halloween II;39421467;33392973;Korku;105;2009;ABD;Rob Zombie;ABD
1021;Cirque du Freak: The Vampire's Assistant;39291383;13869515;Aksiyon;109;2009;ABD;Paul Weitz;ABD
1022;The Soloist;38332994;31720158;Dram;109;2009;Multi Nation;Joe Wright;Multi Nation
1023;The Boat That Rocked;36348784;8017917;Dram;135;2009;?ngiltere;Richard Curtis;Europe
1024;Love Happens;36088028;22965110;Dram;109;2009;Multi Nation;Brandon Camp;Multi Nation
1025;Whatever Works;36020534;5306706;Komedi;93;2009;Multi Nation;Woody Allen;Multi Nation
1026;Crank: High Voltage;34572541;13684249;Aksiyon;96;2009;ABD;Brian Taylor;ABD
1027;The Box;33333531;15051977;Bilim Kurgu;115;2009;ABD;Richard Kelly;ABD
1028;Fighting;32482728;23091010;Aksiyon;105;2009;Multi Nation;Dito Montiel;Multi Nation
1029;The Invention of Lying;32406507;18451251;Fantastik;100;2009;ABD;Ricky Gervais;ABD
1030;Jennifer's Body;31556061;16204793;Komedi;107;2009;ABD;Karyn Kusama;ABD
1031;Dance Flick;31439140;25662155;Aksiyon;83;2009;ABD;Damien Wayans;ABD
1032;A Serious Man;31430334;9228768;Dram;106;2009;Multi Nation;Joel Coen;Multi Nation
1033;The Stepfather;31198531;29062561;Gerilim;101;2009;ABD;Nelson Mccormick;ABD
1034;The Young Victoria;29181829;11001272;Dram;100;2009;Multi Nation;Jean-Marc Vallee;Multi Nation
1035;New in Town;29010817;16734283;Komedi;97;2009;ABD;Jonas Elmer;ABD
1036;Case 39;28190603;13261851;Gerilim;109;2009;Multi Nation;Christian Alvart;Multi Nation
1037;The Road;27639579;8117000;Dram;111;2009;ABD;John Hillcoat;ABD
1038;Sorority Row;27206120;11965282;Gizem;101;2009;ABD;Stewart Hendler;ABD
1039;An Education;26096852;12574914;Dram;100;2009;?ngiltere;Lone Scherfig;Europe
1040;Coco;25593707;;Animasyon;105;2017;ABD;Lee Unkrich;ABD
1041;Coco;807816196;210460015;Animasyon;105;2017;ABD;Lee Unkrich;ABD
1042;A Single Man;24964890;9176000;Dram;99;2009;ABD;Tom Ford;ABD
1043;Jonas Brothers: The 3D Concert Experience;23186960;19162740;Belgesel;76;2009;ABD;Bruce Hendricks;ABD
1044;Imagine That;22985194;16123323;Aile;107;2009;ABD;Karey Kirkpatrick;ABD
1045;Armored;22942221;15988876;Aksiyon;88;2009;ABD;Nimród Antal;ABD
1046;A Perfect Getaway;22938329;15515460;Gerilim;98;2009;ABD;David Twohy;ABD
1047;Dorian Gray;22873653;;Dram;112;2009;?ngiltere;Oliver Parker;Europe
1048;The Rebound;21791288;;Komedi;95;2009;Multi Nation;Bart Freundlich;Multi Nation
1049;I Love You Phillip Morris;20768906;2037459;Dram;98;2009;Multi Nation;Glenn Ficarra;Multi Nation
1050;Pandorum;20648328;10330853;Bilim Kurgu;108;2009;Multi Nation;Christian Alvart;Multi Nation
1051;Solomon Kane;19652185;;Aksiyon;104;2009;Multi Nation;Michael J. Bassett;Multi Nation
1052;Amelia;19643086;14246488;Dram;111;2009;ABD;Mira Nair;ABD
1053;Cell 211;19300483;;Aksiyon;110;2009;Multi Nation;Daniel Monzon;Multi Nation
1054;Toy Story 3;1066969703;415004880;Animasyon;103;2010;ABD;Lee Unkrich;ABD
1055;Alice in Wonderland;1025467110;334191110;Aile;108;2010;ABD;Tim Burton;ABD
1056;Inception;828258695;292576195;Bilim Kurgu;148;2010;Multi Nation;Christopher Nolan;Multi Nation
1057;The Twilight Saga: Eclipse;698491347;300531751;Dram;124;2010;ABD;David Slade;ABD
1058;Iron Man 2;623933331;312433331;Bilim Kurgu;125;2010;ABD;Jon Favreau;ABD
1059;Tangled;592461732;200821936;Animasyon;100;2010;ABD;Byron Howard;ABD
1060;Despicable Me;543113985;251513985;Animasyon;94;2010;ABD;Pierre Coffin;ABD
1061;How to Train Your Dragon;494878759;217581231;Animasyon;98;2010;ABD;Chris Sanders;ABD
1062;Clash of the Titans;493214993;163214888;Aksiyon;106;2010;ABD;Louis Leterrier;ABD
1063;The King's Speech;423999102;135453143;Dram;118;2010;Multi Nation;Tom Hooper;Multi Nation
1064;The Karate Kid;359126022;176591618;Aile;140;2010;Multi Nation;Harald Zwart;Multi Nation
1065;Black Swan;329398046;106954678;Dram;108;2010;ABD;Darren Aronofsky;ABD
1066;Megamind;321885765;148415853;Animasyon;96;2010;ABD;Tom McGrath;ABD
1067;Robin Hood;321669741;105269730;Aksiyon;140;2010;Multi Nation;Ridley Scott;Multi Nation
1068;Robin Hood;321669741;105269730;Aksiyon;116;2018;ABD;Otto Bathurst;ABD
1069;Robin Hood;86489031;30824628;Aksiyon;140;2010;Multi Nation;Ridley Scott;Multi Nation
1070;Robin Hood;86489031;30824628;Aksiyon;116;2018;ABD;Otto Bathurst;ABD
1071;Little Fockers;310650585;148438600;Komedi;98;2010;ABD;Paul Weitz;ABD
1072;Resident Evil: Afterlife;300228084;60128566;Bilim Kurgu;97;2010;Multi Nation;Paul W.S. Anderson;Multi Nation
1073;Shutter Island;294804195;128012934;Dram;138;2010;ABD;Martin Scorsese;ABD
1074;Salt;293503354;118311368;Aksiyon;100;2010;ABD;Phillip Noyce;ABD
1075;The Tourist;278780441;67631157;Aksiyon;103;2010;Multi Nation;Florian Henckel von Donnersmarck;Multi Nation
1076;The Expendables;274470394;103068524;Aksiyon;103;2010;Multi Nation;Sylvester Stallone;Multi Nation
1077;Grown Ups;271430189;162001186;Komedi;102;2010;ABD;Dennis Dugan;ABD
1078;True Grit;252276927;171243005;Dram;110;2010;ABD;Joel Coen;ABD
1079;Gulliver's Travels;237382724;42779261;Aile;85;2010;ABD;Rob Letterman;ABD
1080;The Social Network;224920315;96962694;Dram;121;2010;ABD;David Fincher;ABD
1081;Valentine's Day;216485654;110485654;Komedi;125;2010;ABD;Garry Marshall;ABD
1082;The Sorcerer's Apprentice;215283742;63150991;Aksiyon;109;2010;ABD;Jon Turteltaub;ABD
1083;Due Date;211780824;100539043;Dram;95;2010;ABD;Todd Phillips;ABD
1084;Eat Pray Love;204594016;80574010;Dram;133;2010;ABD;Ryan Murphy;ABD
1085;Yogi Bear;203509374;100246011;Animasyon;80;2010;ABD;Eric Brevig;ABD
1086;Paranormal Activity 2;177512032;84752907;Gizem;91;2010;ABD;Tod Williams;ABD
1087;The A-Team;177238796;77222099;Aksiyon;117;2010;ABD;Joe Carnahan;ABD
1088;The Other Guys;170458922;119219978;Aksiyon;107;2010;ABD;Adam McKay;ABD
1089;Unstoppable;167805466;81562942;Aksiyon;98;2010;ABD;Tony Scott;ABD
1090;Step Up 3D;159291809;42400223;Dram;107;2010;ABD;Jon M. Chu;ABD
1091;The Town;154026136;92186262;Dram;125;2010;Multi Nation;Ben Affleck;Multi Nation
1092;Date Night;152263880;98711404;Aksiyon;88;2010;ABD;Shawn Levy;ABD
1093;Legend of the Guardians: The Owls of Ga'Hoole;140073390;55675313;Animasyon;97;2010;Multi Nation;Zack Snyder;Multi Nation
1094;The Wolfman;139789765;61979680;Dram;102;2010;ABD;Joe Johnston;ABD
1095;The Bounty Hunter;136333522;67061228;Aksiyon;110;2010;ABD;Andy Tennant;ABD
1096;Wall Street: Money Never Sleeps;134748021;52474616;Dram;133;2010;ABD;Oliver Stone;ABD
1097;The Adjustment Bureau;127869379;62495645;Bilim Kurgu;106;2011;ABD;George Nolfi;ABD
1098;Predators;127233108;52000688;Bilim Kurgu;107;2010;ABD;Nimród Antal;ABD
1099;Dear John;114984666;80014842;Dram;108;2010;ABD;Lasse Hallström;ABD
1100;Tooth Fairy;112462508;60022256;Aile;101;2010;Multi Nation;Michael Lembeck;Multi Nation
1101;Sanctum;108609310;23209310;Aksiyon;108;2011;Multi Nation;Alister Grierson;Multi Nation
1102;Hereafter;106956330;32746941;Dram;129;2010;ABD;Clint Eastwood;ABD
1103;Life as We Know It;105734416;53374681;Dram;114;2010;ABD;Greg Berlanti;ABD
1104;Love & Other Drugs;102820008;32367005;Dram;112;2010;ABD;Edward Zwick;ABD
1105;Aftershock;100293273;62962;Dram;17;2010;Çin;Xiaogang Feng;Asia
1106;Killers;98159963;47059963;Aksiyon;100;2010;ABD;Robert Luketic;ABD
1107;Kick-Ass;96188903;48071303;Aksiyon;117;2010;Multi Nation;Matthew Vaughn;Multi Nation
1108;Burlesque;89519773;39440655;Dram;119;2010;ABD;Steve Antin;ABD
1109;The Last Song;89137047;62950384;Aile;107;2010;ABD;Julie Anne Robinson;ABD
1110;Vampires Suck;80547866;36661504;Komedi;82;2010;ABD;Jason Friedberg;ABD
1111;Diary of a Wimpy Kid;76196538;64003625;Aile;92;2010;Multi Nation;Thor Freudenthal;Multi Nation
1112;Easy A;75026216;58401464;Komedi;92;2010;ABD;Will Gluck;ABD
1113;The Last Exorcism;69432527;41034350;Gerilim;87;2010;Multi Nation;Daniel Stamm;Multi Nation
1114;Takers;69055695;57744720;Aksiyon;107;2010;ABD;John Luessenhop;ABD
1115;Legion;67918658;40168080;Aksiyon;100;2010;ABD;Scott Charles Stewart;ABD
1116;The American;67876281;35606376;Dram;104;2010;Multi Nation;Anton Corbijn;Multi Nation
1117;The Next Three Days;67448651;21148651;Dram;133;2010;Multi Nation;Paul Haggis;Multi Nation
1118;Skyline;66984887;21393620;Bilim Kurgu;92;2010;ABD;Colin Strause;ABD
1119;Hot Tub Time Machine;64735752;50287556;Bilim Kurgu;101;2010;ABD;Steve Pink;ABD
1120;Devil;62695489;33601190;Gerilim;80;2010;ABD;John Erick Dowdle;ABD
1121;127 Hours;60738797;18335230;Dram;94;2010;Multi Nation;Danny Boyle;Multi Nation
1122;The Ghost Writer;60331447;15541549;Gerilim;128;2010;Multi Nation;Roman Polanski;Multi Nation
1123;Secretariat;60321861;59713955;Dram;123;2010;ABD;Randall Wallace;ABD
1124;Morning Glory;60040976;31011732;Dram;107;2010;ABD;Roger Michell;ABD
1125;Remember Me;56032889;19068240;Dram;113;2010;ABD;Allen Coulter;ABD
1126;Cop Out;55611001;44875481;Aksiyon;107;2010;ABD;Kevin Smith;ABD
1127;The Crazies;54806823;39123589;Aksiyon;101;2010;ABD;Breck Eisner;ABD
1128;From Paris with Love;52830951;24077427;Aksiyon;92;2010;Multi Nation;Pierre Morel;Multi Nation
1129;Daybreakers;51416464;30101577;Bilim Kurgu;98;2009;Multi Nation;Michael Spierig;Multi Nation
1130;The Switch;49830607;27779426;Dram;101;2010;ABD;Josh Gordon;ABD
1131;She's Out of My League;49779728;32010860;Komedi;104;2010;ABD;Jim Field Smith;ABD
1132;Charlie St. Cloud;48190704;31162545;Dram;99;2010;ABD;Burr Steers;ABD
1133;Machete;45491656;26593646;Aksiyon;105;2010;ABD;Robert Rodriguez;ABD
1134;When in Rome;43053376;32680633;Fantastik;91;2010;Multi Nation;Mark Steven Johnson;Multi Nation
1135;Faster;35626958;23240020;Aksiyon;98;2010;ABD;George Tillman Jr.;ABD
1136;The Kids Are All Right;34705850;20811365;Dram;106;2010;ABD;Lisa Cholodenko;ABD
1137;Leap Year;32686500;25918920;Komedi;100;2010;Multi Nation;Anand Tucker;Multi Nation
1138;You Again;32054369;25702053;Komedi;105;2010;ABD;Andy Fickman;ABD
1139;The Losers;29397654;23591432;Aksiyon;97;2010;ABD;Sylvain White;ABD
1140;Ramona and Beezus;27293743;26167002;Aile;103;2010;ABD;Elizabeth Allen;ABD
1141;Let Me In;27093592;12134935;Dram;116;2010;Multi Nation;Matt Reeves;Multi Nation
1142;Biutiful;25147786;5101237;Dram;148;2010;Multi Nation;Alejandro González Iñárritu;Multi Nation
1143;The Way Back;24172201;2701859;Dram;133;2010;ABD;Peter Weir;ABD
1144;The Way Back;15490514;13590514;Dram;133;2010;ABD;Peter Weir;ABD
1145;A Thousand Words;22044277;18450127;Dram;91;2012;ABD;Brian Robbins;ABD
1146;Just Wright;21584424;21540363;Dram;100;2010;ABD;Sanaa Hamri;ABD
1147;Country Strong;20529194;20218921;Dram;117;2010;ABD;Shana Feste;ABD
1148;Hello Ghost;19774455;;Dram;111;2010;Güney Kore;Yeong-tak Kim;Asia
1149;Another Year;19722766;3205706;Dram;129;2010;Multi Nation;Mike Leigh;Multi Nation
1150;Youth in Revolt;19651093;15281286;Komedi;87;2009;ABD;Miguel Arteta;ABD
1151;Buried;19439764;1044143;Dram;94;2010;Multi Nation;Rodrigo Cortés;Multi Nation
1152;Norwegian Wood;19115721;13000;Dram;133;2010;Japonya;Anh Hung Tran;Asia
1153;Fast Five;626137675;209837675;Aksiyon;130;2011;ABD;Justin Lin;ABD
1154;The Smurfs;563749323;142614158;Animasyon;103;2011;ABD;Raja Gosnell;ABD
1155;Cars 2;559852396;191452396;Animasyon;106;2011;ABD;John Lasseter;ABD
1156;Rio;483866518;143619809;Animasyon;96;2011;ABD;Carlos Saldanha;ABD
1157;Rise of the Planet of the Apes;481800873;176760185;Bilim Kurgu;105;2011;ABD;Rupert Wyatt;ABD
1158;Thor;449326618;181030624;Aksiyon;115;2011;ABD;Kenneth Branagh;ABD
1159;The Intouchables;426588510;10198820;Dram;112;2011;Fransa;Olivier Nakache;Europe
1160;Captain America: The First Avenger;370569774;176654505;Bilim Kurgu;126;2011;ABD;Joe Johnston;ABD
1161;X-Men: First Class;352616690;146408305;Bilim Kurgu;132;2011;ABD;Matthew Vaughn;ABD
1162;Real Steel;299268508;85468508;Bilim Kurgu;127;2011;Multi Nation;Shawn Levy;Multi Nation
1163;Bridesmaids;288383523;169106725;Komedi;125;2011;ABD;Paul Feig;ABD
1164;Super 8;260095986;127004179;Bilim Kurgu;112;2011;ABD;J.J. Abrams;ABD
1165;Rango;245724603;123477607;Animasyon;107;2011;ABD;Gore Verbinski;ABD
1166;Green Lantern;237201172;116601172;Bilim Kurgu;114;2011;ABD;Martin Campbell;ABD
1167;The Green Hornet;227817248;98780042;Aksiyon;119;2011;ABD;Michel Gondry;ABD
1168;Immortals;226904017;83504017;Aksiyon;110;2011;ABD;Tarsem Singh;ABD
1169;The Help;216639112;169708112;Dram;146;2011;ABD;Tate Taylor;ABD
1170;Bad Teacher;216197492;100292856;Komedi;92;2011;ABD;Jake Kasdan;ABD
1171;Horrible Bosses;209838559;117538559;Komedi;98;2011;ABD;Seth Gordon;ABD
1172;Paranormal Activity 3;207039844;104028807;Gizem;94;2011;ABD;Tod Williams;ABD
1173;Mr. Popper's Penguins;187361754;68224452;Aile;94;2011;ABD;Mark Waters;ABD
1174;Hugo;185770160;73864507;Aile;126;2011;Multi Nation;Martin Scorsese;Multi Nation
1175;War Horse;177584879;79884879;Dram;146;2011;ABD;Steven Spielberg;ABD
1176;The Descendants;177243185;82584160;Dram;115;2011;ABD;Alexander Payne;ABD
1177;In Time;173930596;37520095;Bilim Kurgu;109;2011;ABD;Andrew Niccol;ABD
1178;The Muppets;165184237;88631237;Komedi;103;2011;ABD;James Bobin;ABD
1179;Limitless;161849455;79249455;Bilim Kurgu;105;2011;ABD;Neil Burger;ABD
1180;Johnny English Reborn;160078586;8305970;Aksiyon;101;2011;?ngiltere;Oliver Parker;Europe
1181;Final Destination 5;157887643;42587643;Gizem;92;2011;ABD;Steven Quale;ABD
1182;Tower Heist;152930623;78046570;Aksiyon;104;2011;ABD;Brett Ratner;ABD
1183;Midnight in Paris;151672318;56817045;Fantastik;94;2011;Multi Nation;Woody Allen;Multi Nation
1184;I Am Number Four;149878437;55100437;Bilim Kurgu;109;2011;ABD;D.J. Caruso;ABD
1185;No Strings Attached;149228077;70662220;Komedi;107;2011;ABD;Ivan Reitman;ABD
1186;Arthur Christmas;147419472;46462469;Animasyon;97;2011;Multi Nation;Barry Cook;Multi Nation
1187;Source Code;147332697;54712227;Bilim Kurgu;94;2011;Multi Nation;Duncan Jones;Multi Nation
1188;New Year's Eve;142044638;54544638;Komedi;118;2011;ABD;Garry Marshall;ABD
1189;Contagion;136515867;75658097;Bilim Kurgu;106;2011;ABD;Steven Soderbergh;ABD
1190;Unknown;135710029;63686397;Aksiyon;113;2011;Multi Nation;Jaume Collet-Serra;Multi Nation
1191;Unknown;135710029;63686397;Gerilim;98;2006;ABD;Simon Brand;ABD
1192;The Artist;133432856;44671682;Dram;100;2011;Multi Nation;Michel Hazanavicius;Multi Nation
1193;The Iron Lady;115890699;30017992;Dram;105;2011;Multi Nation;Phyllida Lloyd;Multi Nation
1194;Moneyball;110206216;75605492;Dram;133;2011;ABD;Bennett Miller;ABD
1195;Insidious;99557032;54009150;Gerilim;103;2010;Multi Nation;James Wan;Multi Nation
1196;Justin Bieber: Never Say Never;99036827;73013910;Aile;105;2011;ABD;Jon M. Chu;ABD
