;Name;Worldwide;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Sava?;MovieType_Western
412;Twilight;407187715;122;2008;ABD;Catherine Hardwicke;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
413;Soldier;14594226;99;1998;ABD;Paul W.S. Anderson;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
414;Les Misérables;14096321;158;2012;Multi Nation;Tom Hooper;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
415;Les Misérables;14096321;134;1998;ABD;Bille August;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
416;Les Misérables;442299309;158;2012;Multi Nation;Tom Hooper;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
417;Les Misérables;442299309;134;1998;ABD;Bille August;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
418;Les Misérables;54606372;158;2012;Multi Nation;Tom Hooper;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
419;Les Misérables;54606372;134;1998;ABD;Bille August;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
420;Hush;13605304;91;2008;?ngiltere;Mark Tonderai;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
421;Hush;13605304;81;2016;ABD;Mike Flanagan;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
422;Sliding Doors;11841544;99;1998;Multi Nation;Peter Howitt;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
423;The Red Violin;10019109;131;1998;Multi Nation;François Girard;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
424;Pi;3221152;84;1998;ABD;Darren Aronofsky;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
425;The Mighty;2652246;100;1998;ABD;Peter Chelsom;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
426;Buffalo '66;2375097;110;1998;Multi Nation;Vincent Gallo;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
427;Suicide Kings;1740156;106;1997;ABD;Peter O'Fallon;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
428;The Sixth Sense;672806292;107;1999;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
429;Toy Story 2;487059677;92;1999;ABD;"John Lasseter
                                        ,                                                                                                                     Ash Brannon
                                        ,                                                                                                                     Lee Unkrich";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
430;The Matrix;463517383;136;1999;ABD;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
431;Tarzan;448191819;88;1999;ABD;"Chris Buck
                                        ,                                                                                                                     Kevin Lima";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
432;Tarzan;44095996;88;1999;ABD;"Chris Buck
                                        ,                                                                                                                     Kevin Lima";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
433;American Beauty;356296601;122;1999;ABD;Sam Mendes;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
434;Runaway Bride;309460292;116;1999;ABD;Garry Marshall;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
435;Stuart Little;300135367;84;1999;Multi Nation;Rob Minkoff;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
436;The Green Mile;286801374;189;1999;ABD;Frank Darabont;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
437;The Blair Witch Project;248639099;81;1999;ABD;"Daniel Myrick
                                        ,                                                                                                                     Eduardo Sánchez";0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
438;American Pie;235483004;95;1999;ABD;"Paul Weitz
                                        ,                                                                                                                     Chris Weitz";0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
439;Big Daddy;234801895;93;1999;ABD;Dennis Dugan;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
440;Wild Wild West;222104681;106;1999;ABD;Barry Sonnenfeld;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
441;Entrapment;212404396;112;1999;Multi Nation;Jon Amiel;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
442;Sleepy Hollow;206071502;105;1999;Multi Nation;Tim Burton;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
443;Double Jeopardy;177841558;105;1999;Multi Nation;Bruce Beresford;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
444;The Haunting;177311151;113;1999;ABD;Jan de Bont;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
445;Analyze This;176885658;103;1999;Multi Nation;Harold Ramis;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
446;Deep Blue Sea;164648142;105;1999;Multi Nation;Renny Harlin;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
447;Eyes Wide Shut;162091208;159;1999;Multi Nation;Stanley Kubrick;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
448;Payback;161626121;100;1999;ABD;Brian Helgeland;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
449;The Mummy;155563437;124;1999;ABD;Stephen Sommers;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
450;The Mummy;155563437;110;2017;Multi Nation;Alex Kurtzman;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
451;The Mummy;409231607;124;1999;ABD;Stephen Sommers;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
452;The Mummy;409231607;110;2017;Multi Nation;Alex Kurtzman;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
453;The Bone Collector;151493655;118;1999;ABD;Phillip Noyce;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
454;The General's Daughter;149705852;116;1999;Multi Nation;Simon West;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
455;Inspector Gadget;134403112;78;1999;ABD;David Kellogg;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
456;The Talented Mr. Ripley;128798265;139;1999;ABD;Anthony Minghella;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
457;The World Is Not Enough;126943684;128;1999;Multi Nation;Michael Apted;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
458;Notting Hill;124182015;124;1999;Multi Nation;Roger Michell;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
459;Blue Streak;117758500;93;1999;Multi Nation;Les Mayfield;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
460;Three Kings;107752036;114;1999;ABD;David O. Russell;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
461;She's All That;103166989;95;1999;ABD;Robert Iscove;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
462;Fight Club;100853753;139;1999;ABD;"David Fincher
                                        ,                                                                                                                     Chon Kye-Young";1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
463;Any Given Sunday;100230832;162;1999;ABD;Oliver Stone;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
464;Bowfinger;98625775;97;1999;ABD;Frank Oz;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
465;Forces of Nature;93900680;105;1999;ABD;Bronwen Hughes;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
466;Deuce Bigalow: Male Gigolo;92938755;88;1999;ABD;Mike Mitchell;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
467;Stigmata;89446268;103;1999;ABD;Rupert Wainwright;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
468;The Cider House Rules;88545092;126;1999;ABD;Lasse Hallström;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
469;Bicentennial Man;87423861;131;1999;Multi Nation;Chris Columbus;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
470;Never Been Kissed;84565230;107;1999;ABD;Raja Gosnell;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
471;Cruel Intentions;75902208;98;1999;ABD;Roger Kumble;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
472;The Hurricane;73956241;146;1999;ABD;Norman Jewison;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
473;Life;73475268;104;2017;ABD;Daniel Espinosa;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
474;Life;73475268;108;1999;ABD;Ted Demme;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
475;Life;100541806;104;2017;ABD;Daniel Espinosa;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
476;Life;100541806;108;1999;ABD;Ted Demme;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
477;The Messenger: The Story of Joan of Arc;66976317;158;1999;Multi Nation;Luc Besson;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
478;The 13th Warrior;61698899;102;1999;ABD;John McTiernan;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
479;The Insider;60289912;158;1999;ABD;Michael Mann;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
480;10 Things I Hate About You;53478166;97;1999;ABD;Gil Junger;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
481;Magnolia;48451803;189;1999;ABD;Paul Thomas Anderson;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
482;Girl, Interrupted;48350205;127;1999;Multi Nation;James Mangold;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
483;Arlington Road;41067311;117;1999;ABD;Mark Pellington;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
484;The Bachelor;36911617;101;1999;ABD;Gary Sinyor;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
485;October Sky;34698685;108;1999;ABD;Joe Johnston;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
486;Instinct;34105207;124;1999;ABD;Jon Turteltaub;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
487;Dogma;31117471;130;1999;Multi Nation;Kevin Smith;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
488;Being John Malkovich;23106667;113;1999;ABD;Spike Jonze;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
489;The Astronaut's Wife;19598588;109;1999;ABD;Rand Ravich;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
490;The Thirteenth Floor;18564088;101;1999;Multi Nation;Josef Rusnak;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
491;The Rage: Carrie 2;17762705;104;1999;ABD;Katt Shea;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
492;A Midsummer Night's Dream;16071990;116;1999;Multi Nation;Michael Hoffman;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
493;Angela's Ashes;13042112;145;1999;Multi Nation;Alan Parker;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
494;Boys Don't Cry;11540607;118;1999;ABD;Kimberly Peirce;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
495;Universal Soldier: The Return;10667893;82;1999;ABD;Mic Rodgers;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
496;Twin Dragons;8359717;100;1992;Hong Kong;"Ringo Lam
                                        ,                                                                                                                     Tsui Hark";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
497;Sunshine;7607860;107;2007;?ngiltere;Danny Boyle;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
498;Sunshine;34806360;107;2007;?ngiltere;Danny Boyle;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
499;The Straight Story;6416325;112;1999;Multi Nation;David Lynch;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
500;Flawless;4488529;108;2007;Multi Nation;Michael Radford;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
501;eXistenZ;2856712;97;1999;Multi Nation;David Cronenberg;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
502;Cast Away;429632142;143;2000;ABD;Robert Zemeckis;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
503;What Women Want;374111707;127;2000;ABD;Nancy Meyers;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
504;Dinosaur;349822765;82;2000;ABD;"Ralph Zondag
                                        ,                                                                                                                     Eric Leighton";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
505;How the Grinch Stole Christmas;345141403;104;2000;Multi Nation;Ron Howard;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
506;Meet the Parents;330444045;108;2000;ABD;Jay Roach;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
507;The Perfect Storm;328718434;130;2000;ABD;Wolfgang Petersen;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
508;X-Men;296339528;104;2000;ABD;Bryan Singer;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
509;What Lies Beneath;291420351;130;2000;ABD;"Robert Zemeckis
                                        ,                                                                                                                     Sarah Kernochan";0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
510;Scary Movie;278019771;88;2000;ABD;Keenen Ivory Wayans;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
511;Charlie's Angels;264105545;98;2000;ABD;McG;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
512;Charlie's Angels;73279888;98;2000;ABD;McG;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
513;Erin Brockovich;256271286;131;2000;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
514;Unbreakable;248118121;106;2000;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
515;Chicken Run;224834564;84;2000;Multi Nation;"Peter Lord
                                        ,                                                                                                                     Nick Park";0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
516;Vertical Limit;215663859;124;2000;Multi Nation;Martin Campbell;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
517;The Patriot;215294342;165;2000;Multi Nation;Roland Emmerich;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
518;Miss Congeniality;212742720;111;2000;ABD;Donald Petrie;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
519;Traffic;207515725;147;2000;Multi Nation;Steven Soderbergh;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
520;Hollow Man;190213455;112;2000;Multi Nation;Paul Verhoeven;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
521;102 Dalmatians;183611771;100;2000;ABD;Kevin Lima;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
522;Big Momma's House;173959438;98;2000;Multi Nation;Raja Gosnell;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
523;The Emperor's New Groove;169327687;75;2000;ABD;Mark Dindal;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
524;Nutty Professor II: The Klumps;166339890;106;2000;ABD;Peter Segal;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
525;Scream 3;161834276;116;2000;ABD;Wes Craven;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
526;Chocolat;152699946;121;2000;Multi Nation;Lasse Hallström;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
527;The Beach;144056873;119;2000;Multi Nation;Danny Boyle;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
528;U-571;127666415;116;2000;Multi Nation;Jonathan Mostow;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
529;Road Trip;119754278;93;2000;ABD;Todd Phillips;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
530;Coyote Ugly;113916474;100;2000;ABD;David McNally;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
531;Final Destination;112880294;98;2000;ABD;James Wong;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
532;The Kid;110317580;104;2000;ABD;Jon Turteltaub;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
533;Billy Elliot;109280263;110;2000;Multi Nation;Stephen Daldry;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
534;Shaft;107196498;99;2000;Multi Nation;John Singleton;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
535;Shaft;21360215;99;2000;Multi Nation;John Singleton;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
536;The Whole Nine Yards;106371651;98;2000;Multi Nation;Jonathan Lynn;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
537;The Cell;104155843;107;2000;Multi Nation;Tarsem Singh;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
538;Shanghai Noon;99274467;110;2000;Multi Nation;Tom Dey;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
539;The 6th Day;96085477;123;2000;ABD;Roger Spottiswoode;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
540;Romeo Must Die;91036760;115;2000;ABD;Andrzej Bartkowiak;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
541;Bring It On;90449929;98;2000;ABD;Peyton Reed;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
542;Bedazzled;90383208;93;2000;Multi Nation;Harold Ramis;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
543;Snatch;83557872;103;2000;Multi Nation;Guy Ritchie;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
544;Finding Forrester;80049764;136;2000;ABD;Gus Van Sant;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
545;Dude, Where's My Car?;73180723;83;2000;ABD;Danny Leiner;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
546;O Brother, Where Art Thou?;71868327;107;2000;Multi Nation;Joel Coen;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
547;Frequency;68106245;118;2000;ABD;Gregory Hoblit;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
548;28 Days;62198945;103;2000;ABD;Betty Thomas;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
549;Taxi 2;60726164;82;2000;Fransa;Gérard Krawczyk;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
550;The Flintstones in Viva Rock Vegas;59468275;90;2000;ABD;Brian Levant;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
551;Pay It Forward;55707411;122;2000;ABD;Mimi Leder;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
552;Pitch Black;53187659;108;2000;ABD;David Twohy;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
553;The Replacements;50054511;118;2000;ABD;Howard Deutch;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
554;Almost Famous;47383689;124;2000;ABD;Cameron Crowe;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
555;The Watcher;47267829;96;2000;ABD;Joe Charbanic;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
556;High Fidelity;47126295;113;2000;Multi Nation;Stephen Frears;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
557;Dracula 2000;47053625;99;2000;ABD;Patrick Lussier;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
558;The Gift;44567606;111;2000;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
559;The Gift;58978653;111;2000;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
560;The Legend of Bagger Vance;39459427;126;2000;ABD;Robert Redford;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
561;American Psycho;34266564;102;2000;Multi Nation;Mary Harron;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
562;Dungeons & Dragons;33978694;107;2000;ABD;Courtney Solomon;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
563;Red Planet;33463969;106;2000;Multi Nation;Antony Hoffman;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
564;Reindeer Games;32168970;124;2000;ABD;John Frankenheimer;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
565;The Little Vampire;27965865;95;2000;Multi Nation;Uli Edel;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
566;The Ninth Gate;18661336;133;1999;Multi Nation;Roman Polanski;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
567;Quills;17989227;124;2000;Multi Nation;Philip Kaufman;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
568;Bait;15471969;93;2012;Avustralya;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
569;Bait;32813407;93;2012;Avustralya;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
570;Gossip;12591270;90;2000;ABD;Davis Guggenheim;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
571;The Virgin Suicides;10409377;97;1999;ABD;Sofia Coppola;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
572;Before Night Falls;8527517;134;2000;Multi Nation;Julian Schnabel;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
573;Mohabbatein;4279351;216;2000;Hindistan;Aditya Chopra;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
574;Harry Potter and the Sorcerer's Stone;974755371;159;2001;Multi Nation;Chris Columbus;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
575;The Lord of the Rings: The Fellowship of the Ring;880839846;228;2001;ABD;Peter Jackson;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
576;Shrek;484409218;90;2001;ABD;"Andrew Adamson
                                        ,                                                                                                                     Vicky Jenson";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
577;Ocean's Eleven;450717150;116;2001;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
578;Pearl Harbor;449220945;183;2001;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
579;The Mummy Returns;433013274;130;2001;ABD;Stephen Sommers;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
580;Jurassic Park III;368780809;92;2001;ABD;Joe Johnston;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
581;Hannibal;351692268;131;2001;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
582;Rush Hour 2;347325802;90;2001;ABD;Brett Ratner;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
583;A Beautiful Mind;313542341;135;2001;ABD;Ron Howard;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
584;American Pie 2;287553595;108;2001;ABD;James B. Rogers;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
585;Bridget Jones's Diary;281929795;97;2001;Multi Nation;Sharon Maguire;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
586;Lara Croft: Tomb Raider;274703340;100;2001;Multi Nation;Simon West;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
587;A.I. Artificial Intelligence;235926552;146;2001;ABD;Steven Spielberg;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
