;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
1369;1665;Dream House;84;2011;Multi Nation;39984400;David Loucka;30 Eylül 2011;Eylül;autumn;Jim Sheridan;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1371;1668;Paris, Je T'Aime;120;2006;Fransa;17471727;"Emmanuel Benbihy
                                        ";30 Mart 2007;Mart;spring;Olivier Assayas;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1375;1672;The Rum Diary;120;2011;Multi Nation;30134958;Bruce Robinson;6 Ocak 2012;Ocak;winter;Bruce Robinson;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1376;1675;Pain & Gain;129;2013;ABD;87305549;"Pete Collins
                                        ";12 Temmuz 2013;Temmuz;summer;Michael Bay;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1379;1678;Inside Out;95;2015;ABD;857611174;"Michael Arndt
                                        ";19 Haziran 2015;Haziran;summer;Pete Docter;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1381;1681;We Were Soldiers;138;2002;Multi Nation;114660784;Randall Wallace;10 May?s 2002;May?s;spring;Randall Wallace;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1385;1689;Spy Game;126;2001;Multi Nation;143049560;Michael Frost Beckner;22 ?ubat 2002;?ubat;winter;Tony Scott;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1386;1690;American Hustle;138;2013;ABD;251171807;"Eric Singer
                                        ";17 Ocak 2014;Ocak;winter;David O. Russell;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1387;1691;Red 2;116;2013;Multi Nation;148075565;"Erich Hoeber
                                        ";2 A?ustos 2013;A?ustos;summer;Dean Parisot;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1392;1696;Bajrangi Bhaijaan;159;2015;Hindistan;75547184;"Vijayendra Prasad
                                        ";17 A?ustos 2018;A?ustos;summer;Kabir Khan;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1393;1697;We're The Millers;110;2013;ABD;269994119;"Steve Faber
                                        ";13 Eylül 2013;Eylül;autumn;Rawson Marshall Thurber;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1394;1698;K-PAX;120;2001;Multi Nation;65001485;"Charles Leavitt
                                        ";1 Mart 2002;Mart;spring;Iain Softley;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1396;1701;The Box;115;2009;ABD;33333531;"Richard Kelly
                                        ";26 Mart 2010;Mart;spring;Richard Kelly;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1400;1706;Letters From Iwo Jima;141;2006;Multi Nation;68673228;"Paul Haggis
                                        ";23 ?ubat 2007;?ubat;winter;Clint Eastwood;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1404;1710;The Eagle;114;2011;ABD;37989684;"Jeremy Brock
                                        ";24 Haziran 2011;Haziran;summer;Kevin Macdonald;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1407;1715;Pathfinder;99;2007;ABD;30984583;Nils Gaup;16 Nisan 2007;Nisan;spring;Marcus Nispel;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1408;1716;I Love You, Man;105;2009;ABD;91980359;"John Hamburg
                                        ";12 Haziran 2009;Haziran;summer;John Hamburg;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1409;1717;Mission: Impossible - Rogue Nation;131;2015;ABD;682714267;"Bruce Geller
                                        ";31 Temmuz 2015;Temmuz;summer;Christopher McQuarrie;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1410;1718;Star Wars: Episode VII - The Force Awakens;141;2015;ABD;2068223624;"Lawrence Kasdan
                                        ";17 Aral?k 2015;Aral?k;winter;J.J. Abrams;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1411;1719;Hidalgo;136;2004;Multi Nation;108040622;John Fusco;30 Nisan 2004;Nisan;spring;Joe Johnston;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1413;1721;Wasabi;94;2001;Multi Nation;10366360;Luc Besson;28 Haziran 2002;Haziran;summer;Gérard Krawczyk;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1415;1724;Queen Of The Damned;101;2002;Multi Nation;45479110;Scott Abbott;22 ?ubat 2002;?ubat;winter;Michael Rymer;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1418;1727;The Dreamers;115;2003;Multi Nation;15121165;Gilbert Adair;26 Mart 2004;Mart;spring;Bernardo Bertolucci;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1419;1731;The Artist;100;2011;Multi Nation;133432856;Michel Hazanavicius;27 Ocak 2012;Ocak;winter;Michel Hazanavicius;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1420;1733;One Missed Call;87;2008;Multi Nation;16367880;"Andrew Klavan
                                        ";25 Nisan 2008;Nisan;spring;Eric Valette;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1421;1734;The SpongeBob SquarePants Movie;87;2004;ABD;140192993;Stephen Hillenburg;13 May?s 2005;May?s;spring;Stephen Hillenburg;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1422;1738;Meet the Robinsons;95;2007;ABD;169333034;"Stephen J. Anderson
                                        ";30 Mart 2007;Mart;spring;Stephen J. Anderson;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1423;1739;Anna Karenina;130;2012;Multi Nation;858553;Tom Stoppard;28 Aral?k 2012;Aral?k;winter;Joe Wright;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1426;1743;Dreamcatcher;136;2003;ABD;75715436;"Stephen King
                                        ";18 Nisan 2003;Nisan;spring;Lawrence Kasdan;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1431;1748;The Cabin in The Woods;95;2011;ABD;69935600;"Joss Whedon
                                        ";27 Nisan 2012;Nisan;spring;Drew Goddard;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1434;1752;Die Another Day;133;2002;Multi Nation;431971116;"Neal Purvis
                                        ";17 Ocak 2003;Ocak;winter;Lee Tamahori;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1436;1755;Assassin's Creed;115;2016;Multi Nation;240697856;"Michael Lesslie
                                        ";23 Aral?k 2016;Aral?k;winter;Justin Kurzel;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1438;1757;Chicken Little;81;2005;ABD;314432837;"Mark Dindal
                                        ";9 Aral?k 2005;Aral?k;winter;Mark Dindal;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1441;1760;The Hunger Games: Mockingjay - Part 2;137;2015;Multi Nation;653428261;"Suzanne Collins
                                        ";20 Kas?m 2015;Kas?m;autumn;Francis Lawrence;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1443;1762;The Phantom Of The Opera;143;2004;?ngiltere;154648887;"Gaston Leroux
                                        ";7 Nisan 2006;Nisan;spring;Joel Schumacher;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1448;1768;Elizabethtown;123;2005;ABD;52164016;Cameron Crowe;4 Kas?m 2005;Kas?m;autumn;Cameron Crowe;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1450;1772;Something's Gotta Give;128;2003;ABD;265328738;Nancy Meyers;12 Mart 2004;Mart;spring;Nancy Meyers;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1451;1773;Lion;118;2016;Multi Nation;140312928;Luke Davies;3 ?ubat 2017;?ubat;winter;Garth Davis;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1454;1776;Star Wars: The Clone Wars;99;2008;ABD;68282844;"Henry Gilroy
                                        ";15 A?ustos 2008;A?ustos;summer;Dave Filoni;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1455;1778;The Croods;98;2013;ABD;587204668;"Kirk De Micco
                                        ";12 Nisan 2013;Nisan;spring;Kirk De Micco;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1460;1784;Pride and Glory;130;2008;Multi Nation;31200557;"Joe Carnahan
                                        ";30 Ocak 2009;Ocak;winter;Gavin O'Connor;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1461;1786;Volver;121;2006;Multi Nation;85585177;Pedro Almodóvar;3 Kas?m 2006;Kas?m;autumn;Pedro Almodóvar;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1462;1788;A History Of Violence;96;2005;Multi Nation;61385065;Josh Olson;9 Aral?k 2005;Aral?k;winter;David Cronenberg;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1463;1789;Domino;127;2005;Multi Nation;22944502;"Richard Kelly
                                        ";23 Haziran 2006;Haziran;summer;Tony Scott;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1465;1792;Grown Ups 2;101;2013;ABD;246984278;"Fred Wolf
                                        ";23 A?ustos 2013;A?ustos;summer;Dennis Dugan;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1466;1793;Trance;101;2013;Multi Nation;24261569;"John Hodge
                                        ";14 Haziran 2013;Haziran;summer;Danny Boyle;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1467;1794;Once;86;2007;?rlanda;20936722;John Carney;23 Mart 2007;Mart;spring;John Carney;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1468;1795;Big Hero 6;102;2014;ABD;657827828;"Don Hall
                                        ";16 Ocak 2015;Ocak;winter;Don Hall;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1469;1796;Spider-Man: Homecoming;133;2017;ABD;880166924;"Chris McKenna (i)
                                        ";7 Temmuz 2017;Temmuz;summer;Jon Watts;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1470;1797;Nutty Professor II: The Klumps;106;2000;ABD;166339890;"Steve Oedekerk
                                        ";27 Ekim 2000;Ekim;autumn;Peter Segal;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1471;1798;The Princess and The Frog;97;2009;ABD;267045765;"Ron Clements
                                        ";22 Ocak 2010;Ocak;winter;Ron Clements;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1472;1800;Contagion;106;2011;ABD;136515867;Scott Z. Burns;21 Ekim 2011;Ekim;autumn;Steven Soderbergh;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1473;1801;Tower Heist;104;2011;ABD;152930623;"Russell Gewirtz
                                        ";4 Kas?m 2011;Kas?m;autumn;Brett Ratner;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1474;1802;The Secret Life Of Walter Mitty;114;2013;Multi Nation;188133322;"Steve Conrad
                                        ";3 Ocak 2014;Ocak;winter;Ben Stiller;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1481;1809;Safe House;115;2012;ABD;208076205;"Terry George
                                        ";10 ?ubat 2012;?ubat;winter;Daniel Espinosa;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1483;1811;The Dark Tower;95;2017;Multi Nation;113231078;"Akiva Goldsman
                                        ";4 A?ustos 2017;A?ustos;summer;Nikolaj Arcel;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1487;1815;RoboCop;117;2014;Multi Nation;242688965;"Edward Neumeier
                                        ";17 Temmuz 1987;Temmuz;summer;José Padilha;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1489;1818;Remember The Titans;113;2000;ABD;136706683;Gregory Allen Howard;29 Eylül 2000;Eylül;autumn;Boaz Yakin;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1490;1819;Flight;138;2012;ABD;161772375;John Gatins;7 Aral?k 2012;Aral?k;winter;Robert Zemeckis;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1491;1820;About A Boy;101;2002;Multi Nation;130549455;"Peter Hedges
                                        ";13 Eylül 2002;Eylül;autumn;Paul Weitz;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1495;1825;John Tucker Must Die;89;2006;Multi Nation;68844775;Jeff Lowell;28 Temmuz 2006;Temmuz;summer;Betty Thomas;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1497;1828;The League of Extraordinary Gentlemen;110;2003;Multi Nation;179265204;James Robinson;24 Ekim 2003;Ekim;autumn;Stephen Norrington;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1499;1830;In Her Shoes;130;2005;ABD;83697473;"Susannah Grant
                                        ";2 Aral?k 2005;Aral?k;winter;Curtis Hanson;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1501;1833;Green Book;130;2018;ABD;321752656;"Nick Vallelonga
                                        ";30 Kas?m 2018;Kas?m;autumn;Peter Farrelly;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1504;1836;Mr. Deeds;96;2002;ABD;171269535;"Robert Riskin
                                        ";8 Kas?m 2002;Kas?m;autumn;Steven Brill;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1505;1837;Focus;104;2015;ABD;159162963;"John Requa
                                        ";20 Mart 2015;Mart;spring;Glenn Ficarra;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1510;1844;Looney Tunes: Back in Action;93;2003;ABD;68514844;Larry Doyle;16 Ocak 2004;Ocak;winter;Joe Dante;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1511;1846;Shanghai Noon;110;2000;Multi Nation;99274467;"Alfred Gough
                                        ";3 Kas?m 2000;Kas?m;autumn;Tom Dey;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1514;1849;You, Me and Dupree;108;2006;ABD;130628903;Mike Le Sieur;6 Ekim 2006;Ekim;autumn;Anthony Russo;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1515;1850;Pulse;90;2006;ABD;29907685;"Ray Wright
                                        ";8 Eylül 2006;Eylül;autumn;Jim Sonzero;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1516;1851;The Legend of Hercules;99;2014;Multi Nation;61279452;"Daniel Giat
                                        ";7 ?ubat 2014;?ubat;winter;Renny Harlin;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1517;1852;Doubt;104;2008;ABD;51699984;John Patrick Shanley;6 ?ubat 2009;?ubat;winter;John Patrick Shanley;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1518;1853;Employee of the Month;103;2006;ABD;38528984;"Greg Coolidge
                                        ";6 Ekim 2006;Ekim;autumn;Greg Coolidge;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1520;1855;New Year's Eve;118;2011;ABD;142044638;Katherine Fugate;30 Aral?k 2011;Aral?k;winter;Garry Marshall;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1521;1856;2 Guns;109;2013;ABD;131940411;Blake Masters;2 A?ustos 2013;A?ustos;summer;Baltasar Kormákur;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1524;1861;Master And Commander: The Far Side Of The World;138;2003;ABD;211622535;Peter Weir;28 Kas?m 2003;Kas?m;autumn;Peter Weir;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1526;1863;Lost in Translation;102;2003;Multi Nation;118685453;Sofia Coppola;4 Haziran 2004;Haziran;summer;Sofia Coppola;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1530;1867;102 Dalmatians;100;2000;ABD;183611771;"Kristen Buckley
                                        ";7 Eylül 2001;Eylül;autumn;Kevin Lima;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1538;1876;Failure To Launch;97;2006;ABD;130224158;"Tom J. Astle
                                        ";9 Haziran 2006;Haziran;summer;Tom Dey;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1539;1877;School Of Rock;110;2003;Multi Nation;131095614;Mike White;19 Mart 2004;Mart;spring;Richard Linklater;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1540;1878;16 Blocks;105;2006;Multi Nation;65664721;Richard Wenk;17 Mart 2006;Mart;spring;Richard Donner;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1547;1887;Lawless;116;2012;ABD;55404159;Nick Cave;11 Ocak 2013;Ocak;winter;John Hillcoat;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1551;1891;Horton Hears A Who!;86;2008;ABD;298572799;"Cinco Paul
                                        ";18 Nisan 2008;Nisan;spring;Jimmy Hayward;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1554;1894;Road Trip;93;2000;ABD;119754278;"Todd Phillips
                                        ";17 Kas?m 2000;Kas?m;autumn;Todd Phillips;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1556;1897;Monsters University;104;2013;ABD;743559607;"Dan Scanlon
                                        ";21 Haziran 2013;Haziran;summer;Dan Scanlon;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1557;1898;Snakes On A Plane;105;2006;ABD;62022014;"Sebastian Gutierrez
                                        ";18 A?ustos 2006;A?ustos;summer;David R. Ellis;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1559;1901;Annapolis;108;2006;ABD;17496992;David Collard;17 Mart 2006;Mart;spring;Justin Lin;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1560;1903;Red Eye;85;2005;ABD;96258201;Carl Ellsworth;9 Eylül 2005;Eylül;autumn;Wes Craven;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1561;1904;Forgetting Sarah Marshall;111;2008;ABD;105833257;Jason Segel;4 Temmuz 2008;Temmuz;summer;Nicholas Stoller;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1563;1906;Unbreakable;106;2000;ABD;248118121;M. Night Shyamalan;23 Mart 2001;Mart;spring;M. Night Shyamalan;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1564;1907;Chicago;113;2002;Multi Nation;306776732;"Bill Condon
                                        ";7 Mart 2003;Mart;spring;Rob Marshall;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1568;1911;Lincoln;150;2012;Multi Nation;275293450;Tony Kushner;8 ?ubat 2013;?ubat;winter;Steven Spielberg;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1570;1913;Reign Of Fire;102;2002;Multi Nation;82150183;"Gregg Chabot
                                        ";4 Ekim 2002;Ekim;autumn;Rob Bowman;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1571;1914;The Legend of Bagger Vance;126;2000;ABD;39459427;"Jeremy Leven
                                        ";3 Kas?m 2000;Kas?m;autumn;Robert Redford;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1574;1917;Wreck-It Ralph;101;2012;ABD;471222889;"Rich Moore
                                        ";15 ?ubat 2013;?ubat;winter;Rich Moore;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1575;1918;We Bought A Zoo;124;2011;ABD;120081841;"Aline Brosh McKenna
                                        ";20 Ocak 2012;Ocak;winter;Cameron Crowe;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1580;1925;Flyboys;138;2006;Multi Nation;17834865;"Phil Sears
                                        ";6 Ekim 2006;Ekim;autumn;Tony Bill;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1585;1930;The Intern;121;2015;ABD;194764672;Nancy Meyers;25 Eylül 2015;Eylül;autumn;Nancy Meyers;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1593;1943;I, Frankenstein;92;2014;Multi Nation;76801179;Kevin Grevioux;24 Ocak 2014;Ocak;winter;Stuart Beattie;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1594;1944;The Kids Are All Right;106;2010;ABD;34705850;"Stuart Blumberg
                                        ";11 Mart 2011;Mart;spring;Lisa Cholodenko;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1595;1945;The Hours;114;2002;Multi Nation;108846072;"David Hare
                                        ";14 Mart 2003;Mart;spring;Stephen Daldry;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1597;1948;Alvin And The Chipmunks: Chipwrecked;87;2011;ABD;342695435;"Jonathan Aibel
                                        ";16 Aral?k 2011;Aral?k;winter;Mike Mitchell;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1600;1951;Rise of the Guardians;97;2012;ABD;306941670;David Lindsay-Abaire;11 Ocak 2013;Ocak;winter;Peter Ramsey;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1601;1952;Diary of a Wimpy Kid;92;2010;Multi Nation;76196538;"Jackie Filgo
                                        ";9 Eylül 2010;Eylül;autumn;Thor Freudenthal;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1602;1953;Jonas Brothers: The 3D Concert Experience;76;2009;ABD;23186960;Jonas Brothers;1 May?s 2009;May?s;spring;Bruce Hendricks;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1606;1957;The Ant Bully;88;2006;ABD;55181129;"John A. Davis
                                        ";8 Eylül 2006;Eylül;autumn;John A. Davis;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1608;1959;Hollow Man;112;2000;Multi Nation;190213455;"Gary Scott Thompson
                                        ";8 Eylül 2000;Eylül;autumn;Paul Verhoeven;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1610;1962;Get Out;104;2017;ABD;255407969;Jordan Peele;21 Nisan 2017;Nisan;spring;Jordan Peele;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1612;1965;Skyline;92;2010;ABD;66984887;"Liam O'Donnell
                                        ";12 Kas?m 2010;Kas?m;autumn;Colin Strause;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1613;1966;Larry Crowne;98;2011;Multi Nation;75055070;"Tom Hanks
                                        ";8 Temmuz 2011;Temmuz;summer;Tom Hanks;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1614;1967;The New World;151;2005;ABD;17823920;Terrence Malick;24 ?ubat 2006;?ubat;winter;Terrence Malick;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1615;1969;Deadpool 2;120;2018;ABD;734546611;"Rhett Reese
                                        ";18 May?s 2018;May?s;spring;David Leitch;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1616;1970;The Young Victoria;100;2009;Multi Nation;29181829;Julian Fellowes;16 Nisan 2010;Nisan;spring;Jean-Marc Vallee;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1617;1972;Spy Kids;88;2001;ABD;147934180;Robert Rodriguez;20 Nisan 2001;Nisan;spring;Robert Rodriguez;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1618;1973;Big Momma's House;98;2000;Multi Nation;173959438;Darryl Quon;2 Haziran 2000;Haziran;summer;Raja Gosnell;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1621;1976;Paranormal Activity 4;87;2012;ABD;142802657;"Zack Estrin
                                        ";19 Ekim 2012;Ekim;autumn;Henry Joost;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1622;1977;Jane Eyre;120;2011;Multi Nation;5200601;"Charlotte Bronte
                                        ";9 Aral?k 2011;Aral?k;winter;Cary Fukunaga;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1623;1979;Wonder;113;2017;ABD;305937718;Steve Conrad;24 Kas?m 2017;Kas?m;autumn;Stephen Chbosky;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1631;1988;Blended;117;2014;ABD;127994610;"Ivan Menchell
                                        ";13 Haziran 2014;Haziran;summer;Frank Coraci;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1633;1992;Jeepers Creepers 2;104;2003;ABD;63102666;Victor Salva;23 Temmuz 2004;Temmuz;summer;Victor Salva;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1634;1993;Lady in the Water;110;2006;ABD;72785169;M. Night Shyamalan;15 Eylül 2006;Eylül;autumn;M. Night Shyamalan;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1637;1996;Mona Lisa Smile;117;2003;ABD;141337989;"Lawrence Konner
                                        ";27 ?ubat 2004;?ubat;winter;Mike Newell;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1640;2000;San Andreas;114;2015;Multi Nation;474590832;"Allan Loeb
                                        ";29 May?s 2015;May?s;spring;Brad Peyton;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1641;2001;40 Days and 40 Nights;94;2002;Multi Nation;95146283;Rob Perez;31 May?s 2002;May?s;spring;Michael Lehmann;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1649;2012;The Girl Who Played With Fire;130;2009;Multi Nation;67153225;"Stieg Larsson
                                        ";17 Aral?k 2010;Aral?k;winter;Daniel Alfredson;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1653;2017;Speed Racer;135;2008;Multi Nation;93945766;"Lilly Wachowski
                                        ";20 Haziran 2008;Haziran;summer;Lilly Wachowski;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1654;2019;Rendition;120;2007;ABD;27066382;Kelley Sane;4 Ocak 2008;Ocak;winter;Gavin Hood;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1655;2020;Bohemian Rhapsody;135;2018;Multi Nation;903655259;"Anthony McCarten
                                        ";2 Kas?m 2018;Kas?m;autumn;Bryan Singer;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1660;2027;Transformers: The Last Knight;155;2017;ABD;605425157;"Andrew Barrer
                                        ";23 Haziran 2017;Haziran;summer;Michael Bay;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1661;2028;The Lincoln Lawyer;119;2011;ABD;86752352;John Romano;1 Nisan 2011;Nisan;spring;Brad Furman;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1662;2031;Undisputed;96;2002;ABD;14946150;"David Giler
                                        ";23 A?ustos 2002;A?ustos;summer;Walter Hill;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1669;2045;Murder By Numbers;120;2002;ABD;56714147;Tony Gayton;5 Haziran 2002;Haziran;summer;Barbet Schroeder;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1670;2047;War for the Planet of the Apes;140;2017;Multi Nation;490719763;"Mark Bomback
                                        ";14 Temmuz 2017;Temmuz;summer;Matt Reeves;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1671;2048;Hercules;98;2014;ABD;99112101;"Ryan Condal
                                        ";25 Temmuz 2014;Temmuz;summer;Brett Ratner;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1672;2049;Ready Player One;140;2018;ABD;583490172;"Ernest Cline
                                        ";30 Mart 2018;Mart;spring;Steven Spielberg;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1673;2050;The Majestic;152;2001;ABD;37317558;Michael Sloane;3 May?s 2002;May?s;spring;Frank Darabont;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1674;2051;The Protector;111;2005;Multi Nation;27165581;"Prachya Pinkaew
                                        ";11 A?ustos 2005;A?ustos;summer;Prachya Pinkaew;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
