;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
1675;2053;Michael Clayton;120;2007;ABD;92991835;Tony Gilroy;23 Kas?m 2007;Kas?m;autumn;Tony Gilroy;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1678;2057;Dunkirk;107;2017;Multi Nation;526045546;Christopher Nolan;21 Temmuz 2017;Temmuz;summer;Christopher Nolan;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1681;2060;What A Girl Wants;105;2003;ABD;50732139;William Douglas-Home;5 Eylül 2003;Eylül;autumn;Dennie Gordon;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1683;2064;Baby Driver;113;2017;?ngiltere;226945087;Edgar Wright;30 Haziran 2017;Haziran;summer;Edgar Wright;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1684;2065;22 Jump Street;112;2014;ABD;331333876;Michael Bacall;8 A?ustos 2014;A?ustos;summer;Phil Lord;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1686;2069;Dredd;95;2012;Multi Nation;41037742;Alex Garland;28 Eylül 2012;Eylül;autumn;Pete Travis;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1688;2073;The Time Machine;96;2002;ABD;123729176;"David Duncan
                                        ";23 A?ustos 2002;A?ustos;summer;Simon Wells;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1689;2074;R.I.P.D.;96;2013;ABD;78324220;"Matt Manfredi
                                        ";6 Eylül 2013;Eylül;autumn;Robert Schwentke;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1693;2080;Big Mommas: Like Father, Like Son;107;2011;ABD;82686066;"Don Rhymer
                                        ";25 Mart 2011;Mart;spring;John Whitesell;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1696;2085;Captain Corelli's Mandolin;131;2001;Multi Nation;62112895;Shawn Slovo;25 Ocak 2002;Ocak;winter;John Madden;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1700;2089;Shaolin Soccer;113;2001;Hong Kong;42776760;"Tsang Kan Cheong
                                        ";22 ?ubat 2002;?ubat;winter;Stephen Chow;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1704;2094;Mechanic: Resurrection;98;2016;Multi Nation;125729635;"Tony Mosher
                                        ";26 A?ustos 2016;A?ustos;summer;Dennis Gansel;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1705;2095;Maze Runner: The Death Cure;143;2018;ABD;288175335;T.S. Nowlin;26 Ocak 2018;Ocak;winter;Wes Ball;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1706;2096;It;135;2017;ABD;702781748;"Tommy Lee Wallace
                                        ";18 Kas?m 1990;Kas?m;autumn;Andrés Muschietti;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1708;2099;Zootopia;109;2016;ABD;1023784195;"Jared Bush
                                        ";10 Haziran 2016;Haziran;summer;Byron Howard;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1709;2100;Dallas Buyers Club;117;2013;ABD;55198285;"Melisa Wallack
                                        ";7 Mart 2014;Mart;spring;Jean-Marc Vallee;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1711;2102;Lone Survivor;121;2013;ABD;154802912;Peter Berg;28 ?ubat 2014;?ubat;winter;Peter Berg;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1714;2105;Along Came Polly;90;2004;ABD;178311729;John Hamburg;2 Nisan 2004;Nisan;spring;John Hamburg;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1716;2107;Yogi Bear;80;2010;ABD;203509374;"Brad Copeland
                                        ";21 Ocak 2011;Ocak;winter;Eric Brevig;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1717;2108;RV;99;2006;Multi Nation;87528173;Geoff Rodkey;28 Nisan 2006;Nisan;spring;Barry Sonnenfeld;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1720;2112;Walk The Line;136;2005;Multi Nation;186797986;"James Mangold
                                        ";10 ?ubat 2006;?ubat;winter;James Mangold;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1724;2116;My Week With Marilyn;99;2011;Multi Nation;35057696;Adrian Hodges;10 ?ubat 2012;?ubat;winter;Simon Curtis;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1728;2120;Duplicity;125;2009;Multi Nation;78176181;Tony Gilroy;20 Mart 2009;Mart;spring;Tony Gilroy;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1729;2122;Black Panther;138;2018;ABD;1346913161;"Joe Robert Cole
                                        ";16 ?ubat 2018;?ubat;winter;Ryan Coogler;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1730;2123;The Odd Life Of Timothy Green;105;2012;ABD;56012642;"Peter Hedges
                                        ";1 Mart 2013;Mart;spring;Peter Hedges;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1732;2125;Bridge of Spies;141;2015;Multi Nation;165478348;"Ethan Coen
                                        ";27 Kas?m 2015;Kas?m;autumn;Steven Spielberg;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1734;2127;Venom;112;2018;Multi Nation;856085151;"Todd McFarlane
                                        ";5 Ekim 2018;Ekim;autumn;Ruben Fleischer;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1738;2133;Beautiful Creatures;124;2013;ABD;60052138;Richard LaGravenese;1 Mart 2013;Mart;spring;Richard LaGravenese;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1739;2134;Cursed;97;2005;Multi Nation;29621722;Kevin Williamson;6 May?s 2005;May?s;spring;Wes Craven;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1745;2144;Open Season;83;2006;ABD;200811689;"Steve Bencich
                                        ";29 Aral?k 2006;Aral?k;winter;Roger Allers;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1746;2145;Lockout;95;2012;Multi Nation;32948113;"Luc Besson
                                        ";20 Temmuz 2012;Temmuz;summer;James Mather;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1749;2148;Couples Retreat;113;2009;ABD;171844840;"Vince Vaughn
                                        ";25 Aral?k 2009;Aral?k;winter;Peter Billingsley;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1750;2149;The Sisterhood Of The Traveling Pants 2;117;2008;ABD;44352417;Elizabeth Chandler;6 A?ustos 2008;A?ustos;summer;Sanaa Hamri;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1751;2150;The Good Shepherd;167;2006;Multi Nation;100266865;Eric Roth;9 Mart 2007;Mart;spring;Robert De Niro;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1753;2152;The Last Stand;107;2013;ABD;48330757;Andrew Knauer;19 Nisan 2013;Nisan;spring;Kim Ji-woon;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1759;2161;Inferno;121;2016;ABD;220021259;"Dan Brown
                                        ";14 Ekim 2016;Ekim;autumn;Ron Howard;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1760;2162;Spirit: Stallion Of The Cimarron;83;2002;ABD;122563539;John Fusco;23 A?ustos 2002;A?ustos;summer;Kelly Asbury;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1761;2163;Life;104;2017;ABD;73475268;"Rhett Reese
                                        ";24 Mart 2017;Mart;spring;Daniel Espinosa;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1762;2164;Jigsaw;92;2017;ABD;102952888;"Pete Goldfinger
                                        ";3 Kas?m 2017;Kas?m;autumn;Michael Spierig;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1769;2174;Spotlight;129;2015;Multi Nation;98690254;"Thomas McCarthy
                                        ";29 Ocak 2016;Ocak;winter;Thomas McCarthy;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1770;2175;Contraband;109;2012;Multi Nation;96262212;"Óskar Jónasson
                                        ";16 Mart 2012;Mart;spring;Baltasar Kormákur;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1773;2179;The Whole Nine Yards;98;2000;Multi Nation;106371651;Mitchell Kapner;25 A?ustos 2000;A?ustos;summer;Jonathan Lynn;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1776;2183;The Giver;97;2014;ABD;66980456;Michael Mitnick;10 Ekim 2014;Ekim;autumn;Phillip Noyce;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1779;2187;Coyote Ugly;100;2000;ABD;113916474;Gina Wendkos;8 Aral?k 2000;Aral?k;winter;David McNally;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1780;2188;Allied;124;2016;Multi Nation;119520023;Steven Knight;2 Aral?k 2016;Aral?k;winter;Robert Zemeckis;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1785;2195;Four Brothers;109;2005;ABD;92374674;"Paul Lovett
                                        ";30 Eylül 2005;Eylül;autumn;John Singleton;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1786;2196;Georgia Rule;113;2007;ABD;25000167;Mark Andrus;3 A?ustos 2007;A?ustos;summer;Garry Marshall;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1792;2207;Aquaman;143;2018;ABD;1151961807;"Paul Norris
                                        ";28 Aral?k 2018;Aral?k;winter;James Wan;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1793;2208;Spy;120;2015;ABD;235666219;Paul Feig;12 Haziran 2015;Haziran;summer;Paul Feig;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1799;2216;Hart's War;125;2002;ABD;32287044;"Terry George
                                        ";7 Haziran 2002;Haziran;summer;Gregory Hoblit;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1800;2219;The Internship;119;2013;ABD;93492844;"Vince Vaughn
                                        ";12 Temmuz 2013;Temmuz;summer;Shawn Levy;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1801;2220;What To Expect When You're Expecting;110;2012;ABD;84384002;"Shauna Cross
                                        ";18 May?s 2012;May?s;spring;Kirk Jones;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1805;2224;Ghostbusters;116;2016;ABD;229147509;"Dan Aykroyd
                                        ";8 Haziran 1984;Haziran;summer;Paul Feig;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1806;2226;The Women;114;2008;ABD;50007546;Diane English;12 Eylül 2008;Eylül;autumn;Diane English;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1807;2227;Basic Instinct 2;114;2006;Multi Nation;38629478;"Joe Eszterhas
                                        ";31 Mart 2006;Mart;spring;Michael Caton-Jones;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1809;2229;Murder on the Orient Express;114;2017;Multi Nation;352789811;Michael Green;10 Kas?m 2017;Kas?m;autumn;Kenneth Branagh;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1811;2232;The Kingdom;110;2007;Multi Nation;87019158;Matthew Michael Carnahan;2 Kas?m 2007;Kas?m;autumn;Peter Berg;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1814;2238;Pompeii;105;2014;Multi Nation;117831631;"Lee Batchler
                                        ";31 Ekim 2014;Ekim;autumn;Paul W.S. Anderson;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1815;2240;Rambo: Last Blood;101;2019;Multi Nation;91490353;"Sylvester Stallone
                                        ";20 Eylül 2019;Eylül;autumn;Adrian Grunberg;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1819;2244;The Gift;111;2000;ABD;44567606;"Billy Bob Thornton
                                        ";10 A?ustos 2001;A?ustos;summer;Sam Raimi;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1820;2245;Asterix and the Vikings;78;2006;Multi Nation;22501596;"Jean-Luc Goossens
                                        ";20 Nisan 2007;Nisan;spring;Stefan Fjeldmark;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1824;2251;Godzilla;123;2014;ABD;379014294;David Callaham;16 May?s 2014;May?s;spring;Gareth Edwards;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1827;2254;A Quiet Place;90;2018;ABD;340939361;"Scott Beck
                                        ";13 Nisan 2018;Nisan;spring;John Krasinski;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1829;2256;Jack And Jill;91;2011;ABD;149673788;"Steve Koren
                                        ";10 ?ubat 2012;?ubat;winter;Steve Koren;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1830;2257;It's Complicated;121;2009;ABD;219103655;Nancy Meyers;29 Ocak 2010;Ocak;winter;Nancy Meyers;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1831;2258;Hush;91;2008;?ngiltere;13605304;Mark Tonderai;10 Temmuz 2009;Temmuz;summer;Mark Tonderai;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1833;2263;Confessions of a Teenage Drama Queen;89;2004;Multi Nation;33251890;Gail Parent;20 ?ubat 2004;?ubat;winter;Sara Sugarman;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1834;2265;Miami Vice;132;2006;Multi Nation;163794509;"Michael Mann
                                        ";8 Eylül 2006;Eylül;autumn;Michael Mann;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1835;2266;The Man from U.N.C.L.E.;116;2015;ABD;110045109;"David C. Wilson
                                        ";28 A?ustos 2015;A?ustos;summer;Guy Ritchie;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1837;2268;Thirteen;100;2003;Multi Nation;10128960;"Catherine Hardwicke
                                        ";2 Ocak 2004;Ocak;winter;Catherine Hardwicke;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1839;2273;Boogeyman;89;2005;ABD;67192859;"Eric Kripke
                                        ";13 May?s 2005;May?s;spring;Stephen Kay;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1842;2276;Ender's Game;114;2013;ABD;125544024;Gavin Hood;8 Kas?m 2013;Kas?m;autumn;Gavin Hood;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1845;2279;Dark Water;105;2005;ABD;24010000;Hideo Nakata;22 Temmuz 2005;Temmuz;summer;Walter Salles;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1846;2280;The Score;124;2001;Multi Nation;113579918;"Kario Salem
                                        ";23 Kas?m 2001;Kas?m;autumn;Frank Oz;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1849;2283;Stuart Little 2;78;2002;ABD;169956806;Bruce Joel Rubin;16 A?ustos 2002;A?ustos;summer;Rob Minkoff;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1852;2287;Kingsman: The Golden Circle;141;2017;Multi Nation;410902662;"Dave Gibbons
                                        ";22 Eylül 2017;Eylül;autumn;Matthew Vaughn;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1859;2295;J. Edgar;137;2011;ABD;84920539;Dustin Lance Black;2 Mart 2012;Mart;spring;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1861;2297;Pineapple Express;111;2008;ABD;101624843;"Judd Apatow
                                        ";19 Eylül 2008;Eylül;autumn;David Gordon Green;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1865;2301;The Danish Girl;119;2015;Multi Nation;64191523;Lucinda Coxon;12 ?ubat 2016;?ubat;winter;Tom Hooper;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1866;2302;Brother Bear;85;2003;ABD;250397798;"Tab Murphy
                                        ";5 Mart 2004;Mart;spring;Aaron Blaise;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1868;2306;Happy Death Day;97;2017;ABD;125479266;Scott Lobdell;13 Ekim 2017;Ekim;autumn;Christopher B. Landon;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1869;2307;Big Momma's House 2;99;2006;ABD;141522961;Don Rhymer;24 ?ubat 2006;?ubat;winter;John Whitesell;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1870;2310;The Spirit;103;2008;ABD;39164441;Frank Miller;20 ?ubat 2009;?ubat;winter;Frank Miller;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1878;2319;Four Christmases;88;2008;ABD;164112721;"Matt Allen
                                        ";27 ?ubat 2009;?ubat;winter;Seth Gordon;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1880;2321;Treasure Planet;95;2002;ABD;109578115;Ron Clements;24 Ocak 2003;Ocak;winter;Ron Clements;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1883;2327;Sunshine;107;2007;?ngiltere;7607860;Alex Garland;11 May?s 2007;May?s;spring;Danny Boyle;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1893;2338;Crazy Heart;112;2009;ABD;47405566;"Scott Cooper
                                        ";12 Mart 2010;Mart;spring;Scott Cooper;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1894;2341;King Arthur: Legend of the Sword;126;2017;ABD;149175066;"Joby Harold
                                        ";12 May?s 2017;May?s;spring;Guy Ritchie;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1896;2343;Sin City: A Dame to Kill For;102;2014;ABD;39407616;"Frank Miller
                                        ";22 A?ustos 2014;A?ustos;summer;Frank Miller;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1899;2346;A Knight's Tale;132;2001;ABD;117487473;Brian Helgeland;14 Eylül 2001;Eylül;autumn;Brian Helgeland;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1900;2349;Dragonfly;104;2002;Multi Nation;52323400;"David Seltzer
                                        ";12 Temmuz 2002;Temmuz;summer;Tom Shadyac;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1901;2350;Let Me In;116;2010;Multi Nation;27093592;"Matt Reeves
                                        ";22 Temmuz 2011;Temmuz;summer;Matt Reeves;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1904;2355;The Magnificent Seven;133;2016;ABD;162360636;"John Lee Hancock
                                        ";23 Eylül 2016;Eylül;autumn;Antoine Fuqua;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1907;2363;Secretariat;123;2010;ABD;60321861;"Mike Rich
                                        ";11 ?ubat 2011;?ubat;winter;Randall Wallace;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1908;2364;Mother's Day;112;2010;ABD;48782670;Scott Milam;5 A?ustos 2011;A?ustos;summer;Darren Lynn Bousman;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1912;2368;Long Time Dead;94;2002;Multi Nation;13102295;"Marcus Adams
                                        ";2 A?ustos 2002;A?ustos;summer;Marcus Adams;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1913;2370;Coco;105;2017;ABD;25593707;"Lee Unkrich
                                        ";19 Ocak 2018;Ocak;winter;Lee Unkrich;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1915;2372;Get Him To The Greek;109;2010;ABD;91720255;"Nicholas Stoller
                                        ";6 A?ustos 2010;A?ustos;summer;Nicholas Stoller;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1916;2373;No Escape;103;2015;ABD;15339030;"John Erick Dowdle
                                        ";28 A?ustos 2015;A?ustos;summer;John Erick Dowdle;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1921;2381;The Mummy;110;2017;Multi Nation;155563437;Richard Schayer;7 May?s 1999;May?s;spring;Alex Kurtzman;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1922;2382;The Age Of Adaline;112;2015;ABD;65663276;"J. Mills Goodloe
                                        ";5 Haziran 2015;Haziran;summer;Lee Toland Krieger;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1923;2385;The Animal;84;2001;ABD;84772742;"Rob Schneider
                                        ";7 Aral?k 2001;Aral?k;winter;Luke Greenfield;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1928;2390;White Noise;101;2005;Multi Nation;91196419;Niall Johnson;11 ?ubat 2005;?ubat;winter;Geoffrey Sax;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1930;2394;Garden State;102;2004;ABD;35825316;Zach Braff;28 Temmuz 2004;Temmuz;summer;Zach Braff;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1931;2395;New in Town;97;2009;ABD;29010817;"C. Jay Cox
                                        ";27 Mart 2009;Mart;spring;Jonas Elmer;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1936;2401;Ted 2;115;2015;ABD;215863606;"Seth MacFarlane
                                        ";10 Temmuz 2015;Temmuz;summer;Seth MacFarlane;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1937;2402;The Huntsman: Winter's War;114;2016;Multi Nation;164989338;"Evan Daugherty
                                        ";22 Nisan 2016;Nisan;spring;Cedric Nicolas-Troyan;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1938;2403;Jupiter Ascending;127;2015;ABD;184287723;"Lilly Wachowski
                                        ";6 ?ubat 2015;?ubat;winter;Lilly Wachowski;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1941;2407;Kong: Skull Island;120;2017;Multi Nation;568652812;"Max Borenstein
                                        ";10 Mart 2017;Mart;spring;Jordan Vogt-Roberts;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1942;2408;Halloween II;105;2009;ABD;39421467;Rob Zombie;23 Nisan 2010;Nisan;spring;Rob Zombie;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1944;2410;Dodgeball: A True Underdog Story;92;2004;Multi Nation;168423227;Rawson Marshall Thurber;22 Ekim 2004;Ekim;autumn;Rawson Marshall Thurber;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1945;2411;Serenity;119;2005;ABD;40445129;Joss Whedon;2 Aral?k 2005;Aral?k;winter;Joss Whedon;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1952;2424;Dreamgirls;134;2006;ABD;155430335;"Bill Condon
                                        ";23 ?ubat 2007;?ubat;winter;Bill Condon;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1958;2431;Miss Peregrine's Home for Peculiar Children;127;2016;Multi Nation;296482446;Jane Goldman;30 Eylül 2016;Eylül;autumn;Tim Burton;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1959;2432;Seventh Son;102;2014;Multi Nation;114178613;"Matt Greenberg
                                        ";30 Ocak 2015;Ocak;winter;Sergey Bodrov;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1964;2438;Sully;96;2016;ABD;243870033;Todd Komarnicki;9 Eylül 2016;Eylül;autumn;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1965;2439;The Thing;103;2011;Multi Nation;31505287;"John W. Campbell Jr.
                                        ";25 Haziran 1982;Haziran;summer;Matthijs Van Heijningen Jr.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1970;2446;Sahara;124;2005;Multi Nation;119240351;"James V. Hart
                                        ";16 Eylül 2005;Eylül;autumn;Breck Eisner;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1971;2447;Creed;132;2015;ABD;174167581;Ryan Coogler;8 Ocak 2016;Ocak;winter;Ryan Coogler;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1972;2449;Big Fat Liar;88;2002;ABD;52970014;"Brian Robbins
                                        ";8 ?ubat 2002;?ubat;winter;Shawn Levy;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1974;2455;Traitor;114;2008;ABD;27674464;"Steve Martin
                                        ";12 Haziran 2009;Haziran;summer;Jeffrey Nachmanoff;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1977;2460;Everest;121;2015;Multi Nation;87178599;"William Nicholson
                                        ";18 Eylül 2015;Eylül;autumn;Baltasar Kormákur;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1981;2466;White Chicks;109;2004;ABD;113086475;"Keenen Ivory Wayans
                                        ";10 Aral?k 2004;Aral?k;winter;Keenen Ivory Wayans;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1983;2468;Nocturnal Animals;116;2016;ABD;30311857;Tom Ford;9 Aral?k 2016;Aral?k;winter;Tom Ford;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1985;2470;Alita: Battle Angel;122;2019;ABD;404980543;"James Cameron
                                        ";15 ?ubat 2019;?ubat;winter;Robert Rodriguez;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1996;2489;Bridesmaids;125;2011;ABD;288383523;"Kristen Wiig
                                        ";2 Eylül 2011;Eylül;autumn;Paul Feig;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1999;2494;Exodus: Gods and Kings;150;2014;Multi Nation;268175631;"Bill Collage
                                        ";12 Aral?k 2014;Aral?k;winter;Ridley Scott;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2001;2497;Hidden Figures;127;2016;ABD;235956898;"Allison Schroeder
                                        ";24 ?ubat 2017;?ubat;winter;Theodore Melfi;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2002;2498;The Judge;141;2014;ABD;84419388;Bill Dubuque;17 Ekim 2014;Ekim;autumn;David Dobkin;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2004;2500;The Descendants;115;2011;ABD;177243185;"Alexander Payne
                                        ";24 ?ubat 2012;?ubat;winter;Alexander Payne;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2009;2508;Shallow Hal;114;2001;ABD;141069860;"Bobby Farrelly
                                        ";19 Nisan 2002;Nisan;spring;Bobby Farrelly;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2011;2512;Barnyard;85;2006;Multi Nation;116755080;Steve Oedekerk;20 Ekim 2006;Ekim;autumn;Steve Oedekerk;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2015;2517;Timeline;116;2003;ABD;43935763;"George Nolfi
                                        ";9 Ocak 2004;Ocak;winter;Richard Donner;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020;2526;Agent Cody Banks;102;2003;Multi Nation;58795814;"Larry Karaszewski
                                        ";25 Eylül 2003;Eylül;autumn;Harald Zwart;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2024;2530;The Cell;107;2000;Multi Nation;104155843;Mark Protosevich;17 Kas?m 2000;Kas?m;autumn;Tarsem Singh;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2026;2532;Gifted;101;2017;ABD;43046590;Tom Flynn;26 May?s 2017;May?s;spring;Marc Webb;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
